time,pv_power,radiation,windspeed,env_temperature,pressure,humidity,back_temperature
2025-02-17 11:50:00,33.4598,93,1.9,8.6,1025.9,64.0,9.1
2025-02-17 11:55:00,32.5236,78,2.1,8.7,1025.9,63.7,9.2
2025-02-17 12:00:00,33.1516,84,2.6,8.8,1026.0,66.2,8.9
2025-02-17 12:05:00,33.1516,84,1.1,8.7,1025.9,63.0,8.8
2025-02-17 12:10:00,34.4043,102,2.5,8.7,1025.7001,63.4,8.7
2025-02-17 12:15:00,34.0584,92,3.6,8.6,1025.6,65.6,8.2
2025-02-17 12:20:00,34.3677,100,2.7,8.4,1025.6,67.3,7.6
2025-02-17 12:25:00,34.9892,104,0.7,8.3,1025.6,74.6,7.8
2025-02-17 12:30:00,34.9892,107,1.6,8.2,1025.6,73.4,8.0
2025-02-17 12:35:00,34.1783,98,0.9,8.3,1025.7001,73.9,8.1
2025-02-17 12:40:00,34.2351,95,1.7,8.2,1025.8,76.8,8.1
2025-02-17 12:45:00,33.5927,87,1.3,8.3,1025.8,74.8,8.2
2025-02-17 12:50:00,32.7776,77,0.5,8.4,1025.7001,73.7,8.4
2025-02-17 12:55:00,31.9764,70,1.3,8.5,1025.7001,77.3,8.3
2025-02-17 13:00:00,6.0954,66,2.3,8.3,1025.6,82.0,8.1
2025-02-17 13:05:00,6.8692,73,2.9,8.2,1025.6,86.3,8.0
2025-02-17 13:10:00,7.0134,75,2.3,7.9,1025.6,88.1,7.8
2025-02-17 13:15:00,7.3243,80,3.3,7.6,1025.5,88.6,7.4
2025-02-17 13:20:00,8.1184,87,3.2,7.3,1025.4,90.3,7.3
2025-02-17 13:25:00,9.0693,96,1.3,7.4,1025.3,90.3,7.4
2025-02-17 13:30:00,8.7589,92,2.5,7.5,1025.2001,89.6,7.5
2025-02-17 13:35:00,9.8575,105,1.1,7.4,1025.1,92.7,7.5
2025-02-17 13:40:00,10.325,111,2.0,7.4,1025.2001,93.6,7.8
2025-02-17 13:45:00,9.4301,99,1.9,7.2,1025.3,95.3,7.6
2025-02-17 13:50:00,7.2393,75,2.2,7.1,1025.3,96.1,7.4
2025-02-17 13:55:00,7.0837,76,2.2,7.0,1025.4,96.4,7.1
2025-02-17 14:00:00,7.7067,84,2.5,7.0,1025.4,97.0,7.2
2025-02-17 14:05:00,9.1218,94,0.8,6.9,1025.1,97.5,7.3
2025-02-17 14:10:00,9.7543,107,1.6,7.0,1025.0,98.3,7.7
2025-02-17 14:15:00,8.9711,97,1.7,7.1,1025.0,96.8,7.9
2025-02-17 14:20:00,9.6097,105,2.1,7.2,1024.9,97.3,7.8
2025-02-17 14:25:00,8.6666,94,0.7,7.2,1024.9,96.2,7.8
2025-02-17 14:30:00,8.6461,93,0.8,7.2,1024.9,97.7,7.9
2025-02-17 14:35:00,7.1526,104,1.0,7.2,1025.0,96.8,7.9
2025-02-17 14:40:00,7.1526,90,1.1,7.1,1025.0,98.3,8.1
2025-02-17 14:45:00,6.9992,89,0.7,7.1,1025.0,98.5,8.0
2025-02-17 14:50:00,6.9992,88,0.8,7.2,1025.1,98.1,8.1
2025-02-17 14:55:00,6.9992,95,1.7,7.2,1024.9,98.5,8.1
2025-02-17 15:00:00,7.1523,109,2.5,7.0,1024.7001,95.7,7.7
2025-02-17 15:05:00,6.8414,81,0.5,6.9,1024.7001,100.0,7.5
2025-02-17 15:10:00,6.8234,77,1.4,6.9,1024.8,100.0,7.6
2025-02-17 15:15:00,6.9766,81,1.2,7.0,1024.7001,99.6,7.6
2025-02-17 15:20:00,6.1895,68,1.8,7.0,1024.7001,98.4,7.4
2025-02-17 15:25:00,4.6231,54,2.4,7.0,1024.8,99.6,7.3
2025-02-17 15:30:00,3.8498,47,1.3,6.8,1024.9,100.0,6.9
2025-02-17 15:35:00,3.6969,43,2.0,6.7,1025.0,100.0,6.6
2025-02-17 15:40:00,3.2303,39,2.7,6.6,1025.1,100.0,6.4
2025-02-17 15:45:00,4.0315,46,2.5,6.6,1025.0,100.0,6.3
2025-02-17 15:50:00,4.3572,51,2.2,6.6,1025.0,100.0,6.4
2025-02-17 15:55:00,6.0875,65,1.7,6.5,1024.9,100.0,6.4
2025-02-17 16:00:00,3.6316,41,1.8,6.7,1025.0,99.1,6.7
2025-02-17 16:05:00,3.0107,36,2.1,6.6,1025.2001,100.0,6.5
2025-02-17 16:10:00,2.5447,31,1.9,6.6,1025.3,100.0,6.4
2025-02-17 16:15:00,3.4719,41,0.2,6.6,1025.2001,100.0,6.3
2025-02-17 16:20:00,3.1631,39,1.4,6.6,1024.8,100.0,6.4
2025-02-17 16:25:00,2.6927,34,1.3,6.6,1024.7001,100.0,6.4
2025-02-17 16:30:00,1.9032,0,2.0,6.5,1024.8,100.0,6.3
2025-02-17 16:35:00,3.5682,39,0.7,6.4,1024.9,100.0,6.1
2025-02-17 16:40:00,6.764,74,1.5,6.6,1024.7001,100.0,6.4
2025-02-17 16:45:00,4.4279,64,2.4,6.7,1024.7001,100.0,7.0
2025-02-17 16:50:00,2.0961,30,1.2,6.6,1025.0,100.0,6.6
2025-02-17 16:55:00,3.201,43,2.2,6.6,1024.8,100.0,6.4
2025-02-17 17:00:00,2.8804,37,1.0,6.6,1024.6,100.0,6.3
2025-02-17 17:05:00,1.4389,0,2.9,6.6,1024.8,100.0,6.1
2025-02-17 17:10:00,0.9698,0,1.5,6.5,1024.9,100.0,5.9
2025-02-17 17:15:00,0.8146,0,0.3,6.4,1025.0,100.0,5.7
2025-02-17 17:20:00,0.6621,0,1.4,6.4,1025.1,100.0,5.7
2025-02-17 17:25:00,0.5093,0,1.8,6.4,1025.3,100.0,5.7
2025-02-17 17:30:00,0.3539,0,1.8,6.4,1025.2001,100.0,5.7
2025-02-17 17:35:00,0.3539,0,2.3,6.4,1025.1,100.0,5.6
2025-02-17 17:40:00,0.3574,0,1.8,6.5,1025.0,100.0,5.6
2025-02-17 17:45:00,0.0,0,1.3,6.4,1025.1,100.0,5.6
2025-02-17 17:50:00,0.0,0,1.0,6.5,1025.0,100.0,5.6
2025-02-17 17:55:00,-0.1976,0,1.9,6.5,1025.2001,100.0,5.7
2025-02-17 18:00:00,-0.1976,0,1.7,6.5,1025.3,100.0,5.7
2025-02-17 18:05:00,-0.1976,0,1.3,6.5,1025.3,100.0,5.7
2025-02-17 18:10:00,-0.3502,0,1.3,6.6,1025.4,100.0,5.7
2025-02-17 18:15:00,-0.3502,0,1.0,6.7,1025.4,100.0,5.7
2025-02-17 18:20:00,-0.3502,0,0.6,6.7,1025.6,100.0,5.7
2025-02-17 18:25:00,-0.3502,0,0.9,6.7,1025.6,100.0,5.7
2025-02-17 18:30:00,-0.3502,0,0.6,6.6,1025.6,100.0,5.7
2025-02-17 18:35:00,-0.3502,0,0.0,6.6,1025.7001,100.0,5.7
2025-02-17 18:40:00,-0.3502,0,1.1,6.6,1025.9,100.0,5.7
2025-02-17 18:45:00,-0.3502,0,0.5,6.6,1025.9,100.0,5.7
2025-02-17 18:50:00,-0.3502,0,1.3,6.5,1026.0,100.0,5.7
2025-02-17 18:55:00,-0.3502,0,1.3,6.5,1026.0,100.0,5.7
2025-02-17 19:00:00,-0.3502,0,1.0,6.4,1026.0,100.0,5.7
2025-02-17 19:05:00,-0.3502,0,0.4,6.4,1026.0,100.0,5.6
2025-02-17 19:10:00,-0.3502,0,1.3,6.4,1026.0,100.0,5.6
2025-02-17 19:15:00,-0.3502,0,0.8,6.3,1026.1,100.0,5.5
2025-02-17 19:20:00,-0.3502,0,0.6,6.3,1026.2001,100.0,5.5
2025-02-17 19:25:00,-0.3502,0,0.7,6.3,1026.3,100.0,5.5
2025-02-17 19:30:00,-0.3502,0,0.3,6.3,1026.4,100.0,5.5
2025-02-17 19:35:00,-0.3502,0,1.6,6.3,1026.4,100.0,5.5
2025-02-17 19:40:00,-0.3502,0,0.4,6.2,1026.3,100.0,5.5
2025-02-17 19:45:00,-0.3502,0,0.7,6.3,1026.3,100.0,5.6
2025-02-17 19:50:00,-0.3502,0,0.9,6.4,1026.4,100.0,5.6
2025-02-17 19:55:00,-0.3502,0,0.5,6.3,1026.5,100.0,5.5
2025-02-17 20:00:00,-0.3502,0,0.0,6.3,1026.6,100.0,5.4
2025-02-17 20:05:00,-0.3502,0,1.1,6.3,1026.7001,100.0,5.4
2025-02-17 20:10:00,-0.3087,0,0.7,6.2,1026.8,100.0,5.4
2025-02-17 20:15:00,-0.3087,0,0.3,6.2,1026.9,100.0,5.4
2025-02-17 20:20:00,-0.3087,0,0.5,6.2,1026.9,100.0,5.3
2025-02-17 20:25:00,-0.3087,0,0.5,6.2,1027.0,100.0,5.4
2025-02-17 20:30:00,-0.3087,0,0.4,6.2,1027.0,100.0,5.3
2025-02-17 20:35:00,-0.3087,0,0.1,6.2,1027.0,100.0,5.1
2025-02-17 20:40:00,-0.3087,0,0.7,6.2,1027.0,100.0,5.1
2025-02-17 20:45:00,-0.3087,0,0.3,6.1,1027.1,100.0,5.1
2025-02-17 20:50:00,-0.3087,0,0.1,6.1,1027.1,100.0,5.1
2025-02-17 20:55:00,-0.3087,0,0.0,6.2,1027.1,100.0,5.1
2025-02-17 21:00:00,-0.3087,0,0.0,6.1,1027.2001,100.0,5.0
2025-02-17 21:05:00,-0.3087,0,0.2,6.1,1027.2001,100.0,5.0
2025-02-17 21:10:00,-0.3502,0,0.2,6.1,1027.2001,100.0,5.1
2025-02-17 21:15:00,-0.3502,0,0.6,6.1,1027.2001,100.0,5.1
2025-02-17 21:20:00,-0.3502,0,0.0,6.1,1027.2001,100.0,5.1
2025-02-17 21:25:00,-0.3502,0,0.6,6.0,1027.3,100.0,5.1
2025-02-17 21:30:00,-0.3502,0,0.1,6.1,1027.3,100.0,5.1
2025-02-17 21:35:00,-0.3502,0,0.5,6.1,1027.4,100.0,5.1
2025-02-17 21:40:00,-0.3502,0,0.0,6.1,1027.6,100.0,5.1
2025-02-17 21:45:00,-0.3502,0,0.0,6.1,1027.6,100.0,5.0
2025-02-17 21:50:00,-0.3502,0,0.4,6.1,1027.6,100.0,5.1
2025-02-17 21:55:00,-0.3502,0,0.0,6.1,1027.6,100.0,5.1
2025-02-17 22:00:00,-0.3502,0,0.4,6.1,1027.6,100.0,5.0
2025-02-17 22:05:00,-0.3502,0,0.3,6.1,1027.5,100.0,5.1
2025-02-17 22:10:00,-0.315,0,0.0,6.2,1027.4,100.0,5.0
2025-02-17 22:15:00,-0.315,0,0.2,6.1,1027.4,100.0,4.9
2025-02-17 22:20:00,-0.315,0,0.0,6.1,1027.5,100.0,4.8
2025-02-17 22:25:00,-0.315,0,0.0,6.0,1027.5,100.0,4.8
2025-02-17 22:30:00,-0.315,0,0.0,6.0,1027.5,100.0,4.8
2025-02-17 22:35:00,-0.315,0,0.0,6.0,1027.5,100.0,4.8
2025-02-17 22:40:00,-0.315,0,0.2,6.0,1027.4,100.0,4.8
2025-02-17 22:45:00,-0.315,0,0.2,6.0,1027.3,100.0,4.8
2025-02-17 22:50:00,-0.315,0,0.0,6.0,1027.3,100.0,4.7
2025-02-17 22:55:00,-0.315,0,0.0,6.0,1027.2001,100.0,4.7
2025-02-17 23:00:00,-0.315,0,0.0,6.0,1027.2001,100.0,4.5
2025-02-17 23:05:00,-0.315,0,0.0,5.9,1027.2001,100.0,4.3
2025-02-17 23:10:00,-0.3502,0,0.1,6.0,1027.1,100.0,4.2
2025-02-17 23:15:00,-0.3502,0,0.1,6.0,1027.1,100.0,4.0
2025-02-17 23:20:00,-0.3502,0,0.2,6.0,1027.0,100.0,4.0
2025-02-17 23:25:00,-0.3502,0,0.3,5.8,1027.1,100.0,4.0
2025-02-17 23:30:00,-0.3502,0,0.6,5.7,1027.1,100.0,4.1
2025-02-17 23:35:00,-0.3502,0,0.3,5.5,1027.1,100.0,4.0
2025-02-17 23:40:00,-0.3502,0,0.2,5.4,1027.1,100.0,4.0
2025-02-17 23:45:00,-0.3502,0,0.3,5.5,1027.0,100.0,3.9
2025-02-17 23:50:00,-0.3502,0,0.2,5.5,1027.1,100.0,4.0
2025-02-17 23:55:00,-0.3502,0,0.3,5.4,1027.2001,100.0,4.0
2025-02-18 00:00:00,-0.3502,0,0.6,5.4,1027.2001,100.0,4.1
2025-02-18 00:05:00,-0.3502,0,0.2,5.4,1027.2001,100.0,4.1
2025-02-18 00:10:00,-0.3044,0,0.7,5.4,1027.3,100.0,4.0
2025-02-18 00:15:00,-0.3044,0,0.7,5.4,1027.3,100.0,4.0
2025-02-18 00:20:00,-0.3044,0,0.4,5.4,1027.2001,100.0,4.0
2025-02-18 00:25:00,-0.3044,0,0.3,5.3,1027.2001,100.0,3.9
2025-02-18 00:30:00,-0.3044,0,0.5,5.3,1027.2001,100.0,3.9
2025-02-18 00:35:00,-0.3044,0,0.3,5.2,1027.2001,100.0,4.0
2025-02-18 00:40:00,-0.3044,0,0.0,5.2,1027.1,100.0,4.0
2025-02-18 00:45:00,-0.3044,0,0.1,5.3,1027.1,100.0,4.0
2025-02-18 00:50:00,-0.3044,0,0.1,5.2,1027.1,100.0,3.8
2025-02-18 00:55:00,-0.3044,0,0.0,5.2,1027.1,100.0,3.7
2025-02-18 01:00:00,-0.3044,0,0.0,5.3,1027.1,100.0,3.7
2025-02-18 01:05:00,-0.3044,0,0.2,5.2,1027.1,100.0,3.6
2025-02-18 01:10:00,-0.3044,0,0.2,5.2,1027.1,100.0,3.4
2025-02-18 01:15:00,-0.3044,0,0.0,5.2,1027.1,100.0,3.2
2025-02-18 01:20:00,-0.3044,0,0.0,5.1,1027.0,100.0,3.2
2025-02-18 01:25:00,-0.3044,0,0.0,5.1,1027.0,100.0,3.2
2025-02-18 01:30:00,-0.3044,0,0.0,5.0,1027.0,100.0,3.1
2025-02-18 01:35:00,-0.3044,0,0.0,4.9,1027.0,100.0,3.1
2025-02-18 01:40:00,-0.3044,0,0.0,5.0,1027.1,100.0,3.2
2025-02-18 01:45:00,-0.3044,0,0.0,5.0,1027.1,100.0,3.6
2025-02-18 01:50:00,-0.3044,0,0.0,5.0,1027.0,100.0,3.4
2025-02-18 01:55:00,-0.3044,0,0.0,5.0,1027.0,100.0,3.2
2025-02-18 02:00:00,-0.3044,0,0.0,5.0,1027.0,100.0,3.1
2025-02-18 02:05:00,-0.3044,0,0.0,5.0,1027.0,100.0,3.1
2025-02-18 02:10:00,-0.3502,0,1.1,5.1,1026.7001,100.0,3.4
2025-02-18 02:15:00,-0.3502,0,1.0,5.2,1026.5,100.0,3.5
2025-02-18 02:20:00,-0.3502,0,0.3,5.1,1026.5,100.0,3.2
2025-02-18 02:25:00,-0.3502,0,0.4,5.0,1026.5,100.0,3.0
2025-02-18 02:30:00,-0.3502,0,0.3,5.0,1026.5,100.0,2.9
2025-02-18 02:35:00,-0.3502,0,0.7,4.7,1026.5,100.0,2.5
2025-02-18 02:40:00,-0.3502,0,0.8,4.7,1026.6,100.0,2.7
2025-02-18 02:45:00,-0.3502,0,0.7,4.6,1026.7001,100.0,2.4
2025-02-18 02:50:00,-0.3502,0,0.3,4.5,1026.7001,100.0,2.3
2025-02-18 02:55:00,-0.3502,0,0.4,4.4,1026.7001,100.0,2.2
2025-02-18 03:00:00,-0.3502,0,0.2,4.2,1026.7001,100.0,1.8
2025-02-18 03:05:00,-0.3502,0,0.1,4.1,1026.6,100.0,1.6
2025-02-18 03:10:00,-0.3072,0,0.1,4.0,1026.6,100.0,1.4
2025-02-18 03:15:00,-0.3072,0,0.0,3.9,1026.6,100.0,1.1
2025-02-18 03:20:00,-0.3072,0,0.0,3.9,1026.5,100.0,0.8
2025-02-18 03:25:00,-0.3072,0,0.2,3.8,1026.4,100.0,0.8
2025-02-18 03:30:00,-0.3072,0,0.5,3.9,1026.4,100.0,1.0
2025-02-18 03:35:00,-0.3072,0,0.0,3.9,1026.4,100.0,0.8
2025-02-18 03:40:00,-0.3072,0,0.0,3.7,1026.3,100.0,0.7
2025-02-18 03:45:00,-0.3072,0,0.8,3.6,1026.3,100.0,0.8
2025-02-18 03:50:00,-0.3072,0,0.3,3.5,1026.3,100.0,1.1
2025-02-18 03:55:00,-0.3072,0,0.0,3.4,1026.3,100.0,0.8
2025-02-18 04:00:00,-0.3072,0,0.0,3.3,1026.2001,100.0,0.5
2025-02-18 04:05:00,-0.3072,0,0.2,3.2,1026.2001,100.0,0.6
2025-02-18 04:10:00,-0.3091,0,0.6,3.3,1026.1,100.0,0.7
2025-02-18 04:15:00,-0.3091,0,0.1,3.3,1026.1,100.0,0.7
2025-02-18 04:20:00,-0.3091,0,0.4,3.2,1026.1,100.0,0.6
2025-02-18 04:25:00,-0.3091,0,0.0,3.1,1026.2001,100.0,0.2
2025-02-18 04:30:00,-0.3091,0,0.3,3.2,1026.3,100.0,0.3
2025-02-18 04:35:00,-0.3091,0,0.0,3.3,1026.4,100.0,0.2
2025-02-18 04:40:00,-0.3091,0,0.0,3.2,1026.4,100.0,0.0
2025-02-18 04:45:00,-0.3091,0,0.0,3.2,1026.5,100.0,0.2
2025-02-18 04:50:00,-0.3091,0,0.0,3.1,1026.5,100.0,0.2
2025-02-18 04:55:00,-0.3091,0,0.0,2.9,1026.4,100.0,0.0
2025-02-18 05:00:00,-0.3091,0,0.0,3.0,1026.4,100.0,0.1
2025-02-18 05:05:00,-0.3091,0,0.3,2.8,1026.3,100.0,0.3
2025-02-18 05:10:00,-0.3502,0,0.1,2.8,1026.2001,100.0,0.3
2025-02-18 05:15:00,-0.3502,0,0.4,2.9,1026.2001,100.0,0.6
2025-02-18 05:20:00,-0.3502,0,0.3,3.0,1026.2001,100.0,0.5
2025-02-18 05:25:00,-0.3502,0,0.0,3.0,1026.2001,100.0,0.1
2025-02-18 05:30:00,-0.3502,0,0.3,2.8,1026.3,100.0,0.0
2025-02-18 05:35:00,-0.3502,0,0.0,2.7,1026.3,100.0,-0.1
2025-02-18 05:40:00,-0.3502,0,0.0,2.5,1026.5,100.0,-0.4
2025-02-18 05:45:00,-0.3502,0,0.0,2.3,1026.6,100.0,-0.6
2025-02-18 05:50:00,-0.3502,0,0.0,2.2,1026.7001,100.0,-0.6
2025-02-18 05:55:00,-0.3502,0,0.0,2.1,1026.7001,100.0,-0.9
2025-02-18 06:00:00,-0.3502,0,0.0,1.9,1026.9,100.0,-1.0
2025-02-18 06:05:00,-0.3502,0,0.1,2.0,1027.0,100.0,-1.0
2025-02-18 06:10:00,-0.3502,0,0.0,2.1,1027.0,100.0,-1.1
2025-02-18 06:15:00,-0.3502,0,0.0,1.9,1027.0,100.0,-1.0
2025-02-18 06:20:00,-0.3502,0,0.0,1.7,1027.0,100.0,-1.1
2025-02-18 06:25:00,-0.3502,0,0.2,1.7,1027.0,100.0,-0.7
2025-02-18 06:30:00,-0.3502,0,0.8,1.9,1027.0,100.0,-0.3
2025-02-18 06:35:00,-0.3502,0,0.4,2.0,1027.0,100.0,-0.3
2025-02-18 06:40:00,-0.3502,0,0.4,2.0,1027.1,100.0,-0.2
2025-02-18 06:45:00,-0.3502,0,0.4,2.0,1027.2001,100.0,-0.1
2025-02-18 06:50:00,-0.3502,0,0.4,2.1,1027.3,100.0,0.0
2025-02-18 06:55:00,0.0,0,0.2,2.0,1027.4,100.0,0.0
2025-02-18 07:00:00,0.1527,0,0.0,1.9,1027.5,100.0,-0.4
2025-02-18 07:05:00,0.4594,0,0.0,1.8,1027.5,100.0,-0.3
2025-02-18 07:10:00,0.9216,0,0.1,1.7,1027.5,100.0,-0.1
2025-02-18 07:15:00,1.7061,33,0.0,1.6,1027.4,100.0,-0.1
2025-02-18 07:20:00,2.3319,48,0.0,1.8,1027.4,100.0,0.2
2025-02-18 07:25:00,3.1135,41,0.2,1.9,1027.4,100.0,0.4
2025-02-18 07:30:00,4.0469,71,0.0,2.0,1027.5,100.0,0.7
2025-02-18 07:35:00,5.2873,57,0.0,2.3,1027.5,100.0,1.1
2025-02-18 07:40:00,5.5977,98,0.0,2.7,1027.5,100.0,1.3
2025-02-18 07:45:00,5.7556,100,0.0,3.2,1027.5,100.0,2.0
2025-02-18 07:50:00,5.9083,120,0.0,3.5,1027.5,100.0,3.0
2025-02-18 07:55:00,6.0609,163,0.0,3.9,1027.6,100.0,3.8
2025-02-18 08:00:00,6.0609,209,0.3,3.7,1027.7001,100.0,4.1
2025-02-18 08:05:00,8.3438,228,0.5,3.9,1027.8,100.0,5.1
2025-02-18 08:10:00,8.3438,252,0.0,4.2,1027.8,100.0,6.0
2025-02-18 08:15:00,10.783,278,0.0,4.6,1027.9,100.0,7.3
2025-02-18 08:20:00,10.9376,302,0.3,4.8,1027.9,100.0,8.1
2025-02-18 08:25:00,13.3303,326,0.0,5.1,1027.9,100.0,9.2
2025-02-18 08:30:00,15.7244,356,0.4,5.3,1027.9,100.0,10.0
2025-02-18 08:35:00,17.8591,319,0.1,5.5,1027.9,100.0,10.9
2025-02-18 08:40:00,18.1849,366,0.2,5.7,1028.0,100.0,11.0
2025-02-18 08:45:00,18.4912,440,0.5,6.0,1028.0,100.0,12.3
2025-02-18 08:50:00,20.8211,465,0.4,6.4,1028.0,97.7,14.5
2025-02-18 08:55:00,22.9061,508,0.2,6.9,1028.0,98.3,17.1
2025-02-18 09:00:00,16.0554,299,0.4,7.1,1028.0,90.4,16.8
2025-02-18 09:05:00,11.6337,282,0.3,7.2,1028.0,91.4,15.9
2025-02-18 09:10:00,31.6311,526,0.9,6.9,1028.1,90.0,14.0
2025-02-18 09:15:00,34.1441,557,0.3,7.1,1028.0,88.4,16.6
2025-02-18 09:20:00,36.5533,581,0.3,7.7,1028.0,87.2,19.3
2025-02-18 09:25:00,36.5533,588,1.2,7.8,1028.0,85.7,20.2
2025-02-18 09:30:00,38.8425,589,1.2,7.8,1027.9,83.9,19.3
2025-02-18 09:35:00,39.1599,620,1.3,7.9,1028.0,78.5,20.0
2025-02-18 09:40:00,41.3389,635,1.5,7.9,1027.9,80.4,19.6
2025-02-18 09:45:00,41.6547,663,1.3,8.4,1027.9,80.6,22.3
2025-02-18 09:50:00,41.8017,623,1.9,8.5,1027.8,74.6,22.2
2025-02-18 09:55:00,46.3275,711,3.7,8.3,1027.8,74.3,20.4
2025-02-18 10:00:00,47.4401,718,2.1,8.4,1027.7001,71.1,20.4
2025-02-18 10:05:00,47.4905,708,3.4,8.6,1027.7001,73.4,19.9
2025-02-18 10:10:00,45.5956,732,4.1,8.5,1027.7001,65.9,18.0
2025-02-18 10:15:00,37.752,625,3.1,8.3,1027.7001,65.5,15.7
2025-02-18 10:20:00,44.9586,641,1.8,8.7,1027.8,66.7,16.9
2025-02-18 10:25:00,44.5504,654,2.3,8.6,1027.9,69.2,17.7
2025-02-18 10:30:00,53.7562,817,2.6,8.6,1027.9,64.5,18.5
2025-02-18 10:35:00,46.7199,819,2.1,9.1,1027.9,68.8,22.8
2025-02-18 10:40:00,46.0167,748,3.4,8.9,1027.8,66.4,20.0
2025-02-18 10:45:00,50.077,800,1.4,8.9,1027.8,69.8,20.2
2025-02-18 10:50:00,49.6713,639,3.7,9.3,1027.8,68.4,21.3
2025-02-18 10:55:00,51.1395,781,4.2,9.3,1027.7001,68.7,22.4
2025-02-18 11:00:00,37.974,779,3.7,9.2,1027.6,68.8,20.4
2025-02-18 11:05:00,36.923,689,2.2,9.4,1027.5,66.3,22.0
2025-02-18 11:10:00,38.0049,763,3.1,9.4,1027.4,64.0,20.7
2025-02-18 11:15:00,37.5596,768,4.3,9.6,1027.2001,62.8,21.0
2025-02-18 11:20:00,29.6467,893,4.0,9.6,1027.1,66.6,21.1
2025-02-18 11:25:00,27.2768,944,3.2,9.7,1027.0,64.2,23.0
2025-02-18 11:30:00,-0.9184,911,3.8,10.0,1026.9,60.7,22.9
2025-02-18 11:35:00,-0.7056,948,3.6,9.7,1026.8,59.6,22.1
2025-02-18 11:40:00,-2.5259,951,4.1,10.2,1026.8,63.3,25.5
2025-02-18 11:45:00,-2.5259,956,4.0,10.2,1026.7001,61.1,25.0
2025-02-18 11:50:00,-2.5259,951,2.2,10.1,1026.6,55.7,23.3
2025-02-18 11:55:00,-2.5259,942,2.8,10.2,1026.5,58.5,24.1
2025-02-18 12:00:00,-2.681,953,4.5,10.5,1026.5,61.0,26.1
2025-02-18 12:05:00,-2.681,960,4.8,10.2,1026.4,58.8,24.6
2025-02-18 12:10:00,-2.8398,960,2.8,10.1,1026.3,62.3,23.3
2025-02-18 12:15:00,-2.9957,909,2.4,10.0,1026.3,60.5,23.2
2025-02-18 12:20:00,-2.8423,977,5.8,10.5,1026.2001,63.6,26.7
2025-02-18 12:25:00,-3.0092,937,1.6,10.5,1026.2001,59.7,27.2
2025-02-18 12:30:00,-2.8464,951,4.2,10.5,1026.1,57.6,25.6
2025-02-18 12:35:00,-2.8464,956,2.8,10.9,1026.0,60.2,26.8
2025-02-18 12:40:00,-2.8464,964,3.4,10.8,1025.9,58.9,26.8
2025-02-18 12:45:00,-2.8464,957,2.5,11.0,1025.9,59.2,27.5
2025-02-18 12:50:00,-2.8464,965,2.7,11.7,1025.8,56.6,31.4
2025-02-18 12:55:00,-2.8464,949,1.4,11.5,1025.6,54.4,28.7
2025-02-18 13:00:00,4.181,902,5.1,11.4,1025.5,55.9,27.4
2025-02-18 13:05:00,34.9681,922,4.7,11.0,1025.2001,56.0,25.3
2025-02-18 13:10:00,47.7713,953,2.7,11.2,1025.1,56.2,27.4
2025-02-18 13:15:00,47.7713,933,3.1,11.3,1025.0,55.4,28.3
2025-02-18 13:20:00,47.7713,943,3.4,11.3,1024.8,55.6,26.5
2025-02-18 13:25:00,45.7459,935,1.6,11.6,1024.7001,53.8,28.5
2025-02-18 13:30:00,45.7459,933,4.9,11.9,1024.5,53.9,26.7
2025-02-18 13:35:00,45.7459,923,1.4,11.7,1024.5,54.8,28.8
2025-02-18 13:40:00,43.8269,926,3.1,11.7,1024.4,51.5,26.6
2025-02-18 13:45:00,43.8269,911,3.1,11.9,1024.3,48.9,26.6
2025-02-18 13:50:00,43.8269,900,6.3,11.7,1024.2001,48.8,24.2
2025-02-18 13:55:00,43.8269,903,3.2,11.5,1024.0,49.9,24.6
2025-02-18 14:00:00,45.9038,888,2.1,11.5,1024.0,48.7,24.0
2025-02-18 14:05:00,45.9038,880,2.6,11.8,1023.9,51.9,24.3
2025-02-18 14:10:00,45.9038,878,4.5,12.0,1023.8,50.4,24.9
2025-02-18 14:15:00,45.9038,863,4.0,11.8,1023.8,47.9,23.7
2025-02-18 14:20:00,45.9038,845,3.6,12.1,1023.7,48.1,26.7
2025-02-18 14:25:00,45.9038,829,2.8,12.2,1023.6,47.4,25.2
2025-02-18 14:30:00,45.5855,817,4.2,12.2,1023.5,46.5,24.0
2025-02-18 14:35:00,45.5855,810,1.4,12.2,1023.4,47.5,23.7
2025-02-18 14:40:00,45.5855,786,2.6,12.5,1023.3,47.9,24.2
2025-02-18 14:45:00,45.5855,782,2.2,12.1,1023.2,50.1,23.1
2025-02-18 14:50:00,45.5855,754,4.7,12.3,1023.2,50.3,20.3
2025-02-18 14:55:00,45.2667,747,4.6,12.6,1023.2,48.9,22.6
2025-02-18 15:00:00,43.2273,730,1.8,12.6,1023.2,52.2,23.4
2025-02-18 15:05:00,40.9565,725,3.6,12.7,1023.2,48.1,23.0
2025-02-18 15:10:00,38.6934,697,5.5,12.8,1023.2,48.3,23.7
2025-02-18 15:15:00,36.3525,678,5.0,12.7,1023.1,49.3,23.1
2025-02-18 15:20:00,33.427,508,4.4,12.6,1023.0,50.6,21.6
2025-02-18 15:25:00,29.6995,641,5.1,12.6,1023.0,52.0,20.5
2025-02-18 15:30:00,27.8783,634,2.7,12.8,1023.0,52.0,21.1
2025-02-18 15:35:00,23.5643,409,3.4,12.8,1023.1,53.6,21.2
2025-02-18 15:40:00,20.9093,280,3.7,12.5,1023.1,56.6,17.7
