time,pv_power,radiation,windspeed,env_temperature,pressure,humidity,component_temperature,mark
2024-05-01 05:20:00,0.0,0.0,0.5,14.3,1009.5,89.3,13.1,0
2024-01-30 18:10:00,0.0,0.0,0.0,8.7,1015.1,84.3,7.2,0
2024-01-18 03:20:00,0.0,0.0,1.2,4.4,1017.5,92.9,3.5,0
2024-11-01 12:40:00,72.8247,483.55,4.3,24.0,1014.8,50.2,23.5,0
2024-10-16 23:00:00,0.0,0.0,0.0,22.0,1011.0,92.6,21.2,0
2024-06-09 22:10:00,0.0,0.0,0.5,23.6,1003.4,94.4,22.5,0
2024-03-23 04:30:00,0.0,0.0,1.9,21.8,995.4,81.1,21.1,0
2024-03-24 19:30:00,0.0,0.0,0.5,14.7,1003.7,93.4,14.1,0
2024-03-12 21:50:00,0.0,0.0,0.7,16.6,1013.8,73.9,15.4,0
2024-05-05 18:10:00,11.7243,110.2,1.4,24.4,1004.3,70.8,23.9,0
2024-08-12 20:40:00,0.0,0.0,1.2,31.8,997.6,79.0,31.2,0
2024-09-09 00:40:00,0.0,0.0,0.5,29.3,1002.2,88.0,28.2,0
2024-12-17 14:20:00,30.8517,242.25,1.5,14.0,1019.9,45.6,15.7,0
2024-03-03 02:40:00,0.0,0.0,1.4,6.5,1013.3,80.2,4.9,0
2024-12-15 21:55:00,0.0,0.0,0.5,4.0,1023.3,69.4,4.6,0
2024-11-01 08:20:00,18.1894,194.75,2.2,17.8,1015.8,70.7,17.2,0
2024-10-02 16:30:00,14.6051,115.9,1.5,24.7,1015.1,28.8,24.8,0
2024-12-02 12:20:00,42.4085,381.9,1.0,22.4,1011.5,54.1,20.1,0
2024-07-31 14:50:00,83.6445,785.65,1.9,38.5,995.5,57.8,38.6,0
2024-01-31 17:30:00,0.0,0.0,0.7,9.1,1012.3,92.1,8.1,0
2024-11-16 18:40:00,0.0,0.0,1.5,16.9,1012.7,87.3,16.6,0
2024-07-27 23:50:00,0.0,0.0,1.2,30.5,994.1,78.1,29.8,0
2024-12-22 14:15:00,4.4887,32.3,1.5,4.2,1024.4,43.1,3.7,0
2024-11-18 11:50:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-11-06 15:50:00,32.4596,240.35,3.6,24.1,1019.3,44.5,25.7,0
2024-06-29 10:40:00,9.9154,79.8,1.7,23.4,995.8,96.9,22.9,0
2024-01-03 05:20:00,0.0,0.0,0.0,1.3,1023.5,92.8,0.1,0
2024-04-08 09:20:00,66.1585,477.85,1.4,22.1,1013.1,75.4,24.5,0
2024-10-02 07:50:00,16.883,328.7,2.6,20.6,1017.6,52.6,20.1,-2
2024-12-05 10:50:00,27.1669,247.0,0.3,13.1,1019.9,78.0,11.3,0
2024-08-22 16:10:00,53.3288,467.4,1.5,38.5,997.7,57.7,38.2,0
2024-05-20 21:00:00,0.0,0.0,0.0,24.6,1006.5,84.8,23.2,0
2024-11-10 02:00:00,0.0,0.0,0.0,15.3,1015.5,87.5,14.5,0
2024-05-16 17:10:00,30.9856,299.25,3.1,30.8,1005.0,50.4,30.9,0
2024-09-18 21:00:00,0.0,0.0,1.9,29.5,1001.9,77.6,28.6,0
2024-02-15 20:10:00,0.0,0.0,0.0,10.5,1024.8,70.0,9.0,0
2024-11-23 02:20:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-05-04 22:40:00,0.0,0.0,0.0,15.5,1006.1,98.3,14.1,0
2024-08-31 10:50:00,84.9174,769.5,2.4,39.2,1003.8,49.8,47.7,0
2024-12-08 18:00:00,0.0,0.0,1.0,8.4,1022.5,52.5,7.6,0
2024-10-01 00:40:00,0.0,0.0,3.8,18.1,1014.1,79.3,17.9,0
2024-05-04 06:30:00,0.0,0.0,0.7,15.0,1006.8,100.0,14.1,0
2024-09-12 19:10:00,0.0,0.0,0.3,23.4,1004.3,87.3,22.5,0
2024-10-18 16:30:00,28.1383,223.25,4.7,27.8,1007.5,66.3,28.1,0
2024-11-20 13:00:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-05-13 05:40:00,0.0,0.0,0.0,17.5,1009.6,99.3,16.2,0
2024-03-05 10:20:00,13.8347,99.75,2.2,9.9,1009.7,77.3,9.2,0
2024-09-25 10:30:00,74.801,679.25,1.5,33.8,1009.1,37.9,42.9,0
2024-06-15 15:30:00,63.8472,599.45,3.6,38.4,995.9,52.5,38.0,0
2024-02-04 12:10:00,3.2158,188.1,0.0,1.0,1022.9,84.3,-0.3,-2
2024-02-24 10:30:00,1.7084,144.4,0.3,0.0,1029.2,78.1,-0.5,-2
2024-01-08 03:00:00,0.0,0.0,0.0,8.4,1018.3,85.0,8.0,0
2024-11-18 22:35:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-11-29 05:05:00,0.0,0.0,0.0,5.4,1019.5,88.6,4.9,0
2024-12-25 11:25:00,10.0494,76.0,0.0,9.3,1023.4,64.1,7.4,0
2024-06-30 14:50:00,55.8412,723.9,1.9,34.2,993.3,61.5,33.3,0
2024-03-14 04:50:00,0.0,0.0,0.0,10.2,1012.8,98.7,9.0,0
2024-05-17 23:10:00,0.0,0.0,0.7,27.1,1003.2,74.3,26.1,0
2024-09-28 21:20:00,0.0,0.0,1.2,27.0,1003.9,78.2,26.1,0
2024-08-05 06:30:00,3.4503,79.8,1.0,29.8,998.2,79.9,30.4,-2
2024-07-06 18:50:00,3.4838,31.35,0.8,34.7,995.2,66.8,34.3,0
2024-12-13 14:50:00,13.8012,106.4,2.9,9.1,1025.0,46.3,8.7,0
2024-11-18 03:00:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-12-07 10:05:00,12.8967,131.1,4.0,11.8,1023.6,70.4,10.8,0
2024-06-05 13:20:00,32.4261,255.55,1.5,26.5,1008.5,67.0,27.1,0
2024-04-07 13:10:00,80.9647,574.75,1.0,22.1,1009.6,64.3,26.5,0
2024-04-02 20:20:00,0.0,0.0,1.5,18.5,998.5,90.4,17.8,0
2024-10-11 04:40:00,0.0,0.0,1.0,18.6,1010.0,85.0,18.8,0
2024-06-17 21:30:00,0.0,0.0,1.2,23.6,1000.0,93.6,22.5,0
2024-10-15 10:20:00,37.5513,440.8,0.0,22.3,1013.1,83.5,21.0,0
2024-09-06 08:40:00,42.509,367.65,4.3,29.5,1004.5,70.0,31.8,0
2024-07-05 14:30:00,65.7901,555.75,4.5,36.7,996.0,59.0,36.9,0
2024-01-03 18:20:00,0.0,0.0,0.3,7.3,1021.8,88.8,6.4,0
2024-11-22 12:10:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-09-20 07:10:00,9.011,89.3,0.8,26.1,1001.7,88.0,26.2,0
2024-04-07 15:00:00,23.8506,201.4,0.3,21.2,1008.2,67.0,22.1,0
2024-12-20 20:45:00,0.0,0.0,0.8,7.6,1018.8,58.0,7.1,0
2024-07-23 17:00:00,40.4321,383.8,1.7,38.5,991.2,57.3,38.9,0
2024-01-12 18:30:00,0.0,0.0,1.0,15.1,1013.1,71.8,13.6,0
2024-08-11 04:00:00,0.0,0.0,0.0,29.4,994.7,83.5,28.3,0
2024-06-05 11:00:00,45.3898,339.15,2.2,24.9,1009.3,71.6,26.0,0
2024-03-12 16:10:00,38.3217,302.1,4.3,20.8,1012.5,62.5,20.7,0
2024-01-27 04:30:00,0.0,0.0,0.0,4.7,1025.8,68.0,3.3,0
2024-07-13 17:30:00,17.3185,271.7,2.1,30.4,994.3,83.1,30.5,0
2024-04-07 10:50:00,27.2674,209.0,0.7,18.6,1011.4,82.3,18.7,0
2024-11-17 13:05:00,0.0,64.6,2.2,11.2,1020.6,92.4,10.5,-2
2024-09-15 14:40:00,52.5249,396.15,4.5,31.0,1000.6,71.6,33.0,0
2024-01-04 01:30:00,0.0,0.0,0.8,3.4,1019.6,94.1,2.6,0
2024-08-29 17:30:00,28.6408,266.95,1.2,31.9,999.8,66.4,32.2,0
2024-09-22 12:30:00,85.0179,786.6,2.1,26.8,1013.6,44.4,31.4,0
2024-11-15 09:20:00,10.9873,113.05,2.4,20.7,1009.4,82.7,20.3,0
2024-04-30 03:30:00,0.0,0.0,4.9,17.5,1000.4,99.0,16.7,0
2024-10-26 05:40:00,0.0,0.0,1.0,14.5,1012.9,80.7,14.0,0
2024-06-16 05:30:00,0.0,0.0,0.0,26.8,997.4,89.3,25.8,0
2024-04-27 03:30:00,0.0,0.0,0.0,19.5,999.2,100.0,18.3,0
2024-09-10 02:20:00,0.0,0.0,0.3,29.5,1001.3,87.2,28.6,0
2024-05-02 01:10:00,0.0,0.0,0.7,16.3,1010.0,98.3,15.2,0
2024-08-09 19:50:00,0.0,0.0,1.0,33.8,993.0,71.1,33.2,0
2024-04-19 08:10:00,5.4602,38.0,1.4,18.1,996.9,99.5,17.4,0
2024-03-12 08:40:00,26.4299,194.75,0.0,15.6,1014.6,78.2,20.0,0
2024-07-10 21:50:00,0.0,0.0,1.7,27.1,999.0,89.4,26.5,0
2024-11-17 15:05:00,0.0,20.9,1.2,11.1,1020.2,93.3,10.5,-2
2024-02-25 04:10:00,0.0,0.0,0.0,0.7,1025.6,84.5,-1.2,0
2024-02-14 20:30:00,0.0,0.0,4.3,18.8,1010.6,82.3,18.0,0
2024-12-10 04:25:00,0.0,0.0,0.8,7.6,1016.0,71.7,6.4,0
2024-01-02 12:30:00,8.9775,69.35,0.3,7.1,1020.0,87.2,5.9,0
2024-06-02 10:50:00,50.046,415.15,1.5,29.7,1005.4,59.7,32.8,0
2024-12-05 12:00:00,42.1405,341.05,0.5,15.4,1018.9,69.2,13.5,0
2024-12-25 06:10:00,0.0,0.0,0.0,5.8,1021.3,70.7,4.6,0
2024-02-13 22:30:00,0.0,0.0,1.5,15.0,1010.2,77.4,13.8,0
2024-09-19 07:10:00,6.7666,57.95,1.7,25.4,1003.9,83.2,25.2,0
2024-04-08 19:40:00,0.0,0.0,1.4,18.4,1012.5,81.0,17.4,0
2024-07-05 14:00:00,79.8592,721.05,2.8,37.3,996.2,59.8,38.3,0
2024-02-24 14:50:00,11.0543,152.95,1.4,1.7,1026.4,69.2,1.3,0
2024-10-08 07:00:00,5.0917,51.3,0.0,13.8,1016.7,94.4,14.1,0
2024-03-02 00:50:00,0.0,0.0,0.0,6.0,1025.3,84.9,4.5,0
2024-04-16 09:00:00,26.1619,198.55,5.4,22.2,1004.3,92.4,22.5,0
2024-10-23 15:40:00,49.2756,365.75,0.8,24.1,1015.5,47.1,23.7,0
2024-12-06 12:15:00,50.0795,479.75,1.0,18.0,1017.5,55.0,15.0,0
2024-04-23 23:10:00,0.0,0.0,0.0,19.7,1005.8,96.4,18.2,0
2024-10-08 06:30:00,0.0,0.0,0.0,13.2,1016.7,94.2,13.1,0
2024-12-08 11:10:00,26.0614,240.35,2.6,9.2,1027.0,58.3,9.0,0
2024-07-25 20:30:00,0.0,0.0,2.2,33.1,988.7,71.6,32.5,0
2024-03-24 23:40:00,0.0,0.0,3.3,13.4,1007.2,94.0,12.5,0
2024-05-28 02:20:00,0.0,0.0,0.3,21.6,1002.2,68.4,19.6,0
2024-08-05 09:30:00,71.6522,643.15,2.8,35.4,998.9,61.3,39.6,0
2024-11-29 20:40:00,0.0,0.0,0.7,10.2,1014.5,73.1,11.1,0
2024-10-06 19:20:00,0.0,0.0,2.9,19.1,1016.1,67.8,19.2,0
2024-10-12 06:20:00,0.0,0.0,0.0,21.0,1011.0,74.6,20.8,0
2024-03-24 20:20:00,0.0,0.0,2.6,14.4,1003.7,93.6,13.9,0
2024-03-10 23:20:00,0.0,0.0,0.0,10.8,1017.5,82.0,9.1,0
2024-04-20 16:50:00,26.9994,201.4,1.0,24.2,1001.6,73.7,25.0,0
2024-02-23 12:00:00,1.1389,113.05,1.4,0.3,1029.5,71.5,-0.3,-2
2024-02-15 05:20:00,0.0,0.0,4.5,10.2,1021.0,81.1,9.8,0
2024-03-03 10:30:00,17.5194,126.35,1.9,9.8,1012.3,68.6,9.8,0
2024-01-07 09:20:00,12.3943,0.0,0.0,8.4,1018.3,85.0,8.0,-2
2024-11-08 16:50:00,2.8138,20.9,1.2,21.2,1015.2,51.7,20.9,0
2024-07-18 17:30:00,21.4387,179.55,0.7,36.2,996.7,63.7,36.6,0
2024-12-02 15:45:00,22.5442,218.5,0.8,20.6,1009.5,62.2,21.8,0
2024-05-29 04:10:00,0.0,0.0,0.8,20.9,1001.3,68.8,20.0,0
2024-10-15 09:30:00,19.6633,176.7,1.0,20.6,1013.3,88.7,18.6,0
2024-12-11 09:05:00,14.0692,243.2,2.4,8.0,1024.6,61.8,6.8,0
2024-06-07 11:10:00,48.3041,422.75,0.5,31.4,1004.6,59.1,35.3,0
2024-12-31 09:30:00,19.5628,255.55,1.5,6.3,1021.9,86.4,5.4,0
2024-02-22 11:20:00,2.1104,159.6,1.5,-1.2,1028.6,80.3,-2.0,-2
2024-07-31 22:00:00,0.0,0.0,0.8,26.4,997.5,92.0,25.4,0
2024-04-26 04:00:00,0.0,0.0,0.0,18.6,998.4,100.0,17.4,0
2024-04-04 19:10:00,0.0,0.0,1.7,15.3,1012.1,90.0,14.4,0
2024-12-18 22:55:00,0.0,0.0,4.0,4.2,1028.5,58.1,3.5,0
2024-11-17 05:55:00,0.0,0.0,2.8,11.3,1019.9,91.6,10.8,0
2024-03-02 08:30:00,20.6348,152.0,0.0,5.4,1022.4,91.3,6.9,0
2024-04-04 16:40:00,19.0604,141.55,1.9,16.5,1011.2,82.5,16.7,0
2024-11-23 14:40:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-06-05 05:20:00,0.0,0.0,1.2,19.4,1007.8,92.0,18.3,0
2024-07-11 01:10:00,0.0,0.0,1.2,27.2,997.9,88.6,26.4,0
2024-06-08 00:00:00,0.0,0.0,0.0,23.4,1002.8,91.0,22.4,0
2024-08-20 11:20:00,80.9647,875.9,2.8,36.6,1000.3,57.9,42.4,0
2024-11-27 01:55:00,0.0,0.0,0.0,6.0,1021.0,77.2,4.5,0
2024-05-15 21:00:00,0.0,0.0,1.5,24.4,1013.9,63.8,23.5,0
2024-02-21 23:00:00,0.0,0.0,1.2,-1.5,1025.2,85.4,-2.5,0
2024-01-16 03:10:00,0.0,0.0,1.5,3.9,1021.1,85.4,2.5,0
2024-06-06 14:50:00,70.9488,732.45,1.2,30.8,1006.2,53.9,30.4,0
2024-12-06 12:30:00,51.7879,346.75,1.0,17.8,1017.3,53.1,15.2,0
2024-02-17 02:20:00,0.0,0.0,2.2,10.3,1008.8,84.2,9.3,0
2024-11-11 05:55:00,0.0,0.0,0.0,13.5,1014.8,95.6,13.2,0
2024-10-03 00:20:00,0.0,0.0,2.1,19.0,1017.1,52.1,18.5,0
2024-10-16 09:10:00,14.3036,394.25,1.9,23.2,1014.3,80.3,21.9,-3
2024-11-19 22:15:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-02-15 07:50:00,0.5025,0.0,5.0,10.3,1023.9,78.4,9.6,-2
2024-06-11 14:50:00,55.6737,672.6,1.5,34.6,997.9,60.8,36.9,0
2024-11-28 09:50:00,30.9522,430.35,0.7,14.9,1024.0,66.2,11.4,0
2024-05-29 06:20:00,6.3981,76.0,2.8,22.1,1001.2,71.4,21.7,-2
2024-02-28 20:30:00,0.0,0.0,0.0,6.6,1019.1,79.3,5.2,0
2024-02-22 08:50:00,0.0,20.9,0.7,-2.2,1028.5,89.2,-3.3,-2
2024-04-20 16:40:00,23.7836,181.45,2.1,24.7,1001.7,73.1,25.7,0
2024-12-09 06:35:00,0.0,0.0,0.5,7.5,1020.0,60.9,6.2,0
2024-05-17 04:00:00,0.0,0.0,1.2,23.5,1003.0,80.6,22.4,0
2024-10-22 01:50:00,0.0,0.0,1.4,11.5,1017.7,93.5,10.7,0
2024-12-13 01:35:00,0.0,0.0,0.5,5.9,1024.5,69.7,4.8,0
2024-05-25 03:50:00,0.0,0.0,0.0,25.4,1001.8,87.5,24.6,0
2024-03-29 13:30:00,11.8918,818.9,3.6,30.7,1003.5,45.4,34.6,-2
2024-08-12 03:20:00,0.0,0.0,1.0,28.5,995.0,88.1,27.7,0
2024-10-07 14:00:00,28.3058,214.7,1.4,20.4,1017.8,70.2,21.0,0
2024-05-19 13:40:00,35.0724,326.8,2.1,27.7,1002.9,74.6,28.9,0
2024-10-15 22:50:00,0.0,0.0,0.3,18.8,1013.0,93.0,18.0,0
2024-03-06 22:50:00,0.0,0.0,1.2,10.5,1017.9,80.3,9.4,0
2024-11-07 01:55:00,0.0,0.0,0.0,13.0,1019.2,88.4,13.7,0
2024-12-01 02:35:00,0.0,0.0,0.0,7.8,1007.6,86.3,8.1,0
2024-10-16 03:00:00,0.0,0.0,0.8,18.4,1012.2,96.1,17.6,0
2024-07-28 07:00:00,0.737,0.0,1.5,28.1,993.9,88.4,27.1,-2
2024-02-11 13:20:00,7.4366,664.05,1.9,18.9,1023.8,50.1,24.0,0
2024-04-16 06:00:00,0.0,0.0,0.7,21.7,1002.9,97.5,20.5,0
2024-05-17 02:20:00,0.0,0.0,0.8,24.6,1003.4,77.1,23.5,0
2024-10-04 10:50:00,49.644,418.95,3.3,25.9,1017.1,39.6,25.0,0
2024-12-24 03:05:00,0.0,0.0,0.0,-0.1,1024.9,83.3,-0.8,0
2024-12-31 06:45:00,0.0,0.0,0.0,1.4,1020.5,95.2,0.8,0
2024-02-29 03:30:00,0.0,0.0,1.9,4.4,1022.0,87.2,3.1,0
2024-06-27 22:40:00,0.0,0.0,1.2,22.3,1002.2,95.6,21.4,0
2024-04-28 03:50:00,0.0,0.0,0.0,22.2,999.0,89.0,21.3,0
2024-03-22 09:40:00,48.1366,376.2,3.6,20.7,1000.6,68.1,23.5,0
2024-06-30 05:40:00,0.0,0.0,1.5,23.7,993.7,96.4,23.0,0
2024-11-07 23:10:00,0.0,0.0,0.3,14.5,1018.6,76.8,15.4,0
2024-04-01 15:40:00,23.3146,154.85,2.1,24.2,997.0,75.2,23.8,0
2024-01-01 12:40:00,36.0438,271.7,0.8,10.4,1021.6,58.8,10.6,0
2024-03-22 11:10:00,66.6275,519.65,1.2,24.1,1000.1,63.4,28.6,0
2024-11-20 09:35:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-04-16 16:20:00,5.0582,38.95,2.4,21.1,1002.0,90.5,20.4,0
2024-04-12 01:30:00,0.0,0.0,0.0,16.6,1009.8,100.0,15.6,0
2024-02-13 22:20:00,0.0,0.0,1.9,15.1,1010.2,77.1,13.8,0
2024-09-11 22:10:00,0.0,0.0,0.5,25.9,1007.0,83.7,25.2,0
2024-07-06 23:20:00,0.0,0.0,2.6,31.6,996.5,71.8,31.0,0
2024-10-27 15:10:00,18.6584,148.2,2.2,23.1,1011.5,54.8,22.9,0
2024-11-16 14:30:00,5.3262,46.55,2.6,20.0,1010.8,84.6,19.6,0
2024-07-10 05:10:00,0.0,0.0,0.8,26.0,998.9,89.5,25.0,0
2024-01-02 08:30:00,0.5025,0.0,0.5,6.2,1020.1,89.2,5.0,-2
2024-08-08 15:30:00,65.2206,577.6,1.9,38.8,995.3,56.2,38.3,0
2024-03-26 16:50:00,29.2103,225.15,0.8,20.5,1014.9,59.1,20.0,0
2024-06-18 23:10:00,0.0,0.0,0.0,25.6,997.4,91.7,24.5,0
2024-05-30 17:00:00,11.8583,89.3,0.8,21.9,1003.9,82.8,21.7,0
2024-09-01 18:40:00,0.804,0.0,1.7,35.2,998.4,63.5,34.4,-2
2024-10-01 04:20:00,0.0,0.0,3.5,17.8,1013.7,84.3,16.9,0
2024-11-23 18:35:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-07-09 12:00:00,38.2212,322.05,2.6,34.2,996.8,66.1,36.4,0
2024-11-09 20:10:00,0.0,0.0,0.3,16.5,1015.4,82.9,15.8,0
2024-03-29 00:10:00,0.0,0.0,2.1,18.9,1006.7,74.3,17.7,0
2024-03-28 07:00:00,4.0868,31.35,1.2,13.2,1009.1,100.0,12.3,0
2024-05-06 20:20:00,0.0,0.0,1.2,24.2,1005.8,83.1,23.0,0
2024-12-15 19:50:00,0.0,0.0,0.7,6.4,1023.0,60.2,7.1,0
2024-08-18 13:50:00,22.3767,183.35,1.2,34.8,998.9,65.3,35.6,0
2024-03-30 21:00:00,0.0,0.0,2.8,23.8,1000.1,81.0,22.4,0
2024-03-20 04:00:00,0.0,0.0,0.0,9.0,1020.2,95.8,7.3,0
2024-11-20 03:50:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-05-04 08:50:00,3.5843,26.6,0.8,15.2,1007.2,98.0,14.4,0
2024-07-20 13:00:00,43.5139,342.0,2.1,33.0,998.3,72.7,34.4,0
2024-04-08 21:40:00,0.0,0.0,0.0,18.1,1014.5,83.2,16.8,0
2024-09-21 20:00:00,0.0,0.0,3.5,24.7,1009.6,55.5,24.0,0
2024-08-08 13:10:00,93.1914,849.3,3.5,39.5,996.8,54.4,42.5,0
2024-09-10 14:40:00,75.94,671.65,2.9,38.6,1001.2,52.7,41.0,0
2024-06-26 20:50:00,0.0,0.0,2.8,22.4,1007.1,94.8,21.5,0
2024-11-15 19:05:00,0.0,0.0,1.0,21.2,1007.6,83.6,20.7,0
2024-02-07 01:40:00,0.0,0.0,0.0,1.1,1024.5,84.9,-0.7,0
2024-01-10 02:10:00,0.0,0.0,0.5,6.5,1020.9,93.2,5.0,0
2024-11-01 01:20:00,0.0,0.0,0.5,17.2,1013.2,71.1,16.7,0
2024-04-22 22:40:00,0.0,0.0,1.0,18.8,1005.5,94.5,17.8,0
2024-12-22 02:05:00,0.0,0.0,6.6,4.8,1027.1,46.4,4.4,0
2024-11-29 19:50:00,0.0,0.0,0.7,10.6,1014.4,70.1,11.9,0
2024-05-10 09:00:00,28.8753,223.25,1.5,24.5,1006.3,70.6,25.5,0
2024-07-06 06:00:00,1.2729,14.25,1.7,28.4,995.7,80.2,27.7,0
2024-06-28 13:40:00,5.0582,38.95,0.7,23.9,995.6,96.5,23.2,0
2024-09-24 11:50:00,90.1431,775.2,1.7,31.9,1009.1,40.1,38.9,0
2024-11-21 09:45:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-02-12 08:20:00,11.8583,84.55,0.8,9.0,1017.9,74.6,8.7,0
2024-04-14 01:30:00,0.0,0.0,0.5,20.5,1001.9,100.0,19.6,0
2024-11-12 20:15:00,0.0,0.0,0.7,20.6,1009.4,76.0,20.4,0
2024-04-22 16:10:00,5.3597,34.2,0.0,22.4,1002.4,82.7,21.7,0
2024-09-23 16:30:00,37.9197,310.65,5.2,27.6,1008.9,41.7,26.6,0
2024-11-12 01:50:00,0.0,0.0,0.7,15.7,1012.9,86.1,15.8,0
2024-07-17 21:30:00,0.0,0.0,0.7,32.3,998.0,71.1,31.7,0
2024-11-07 16:35:00,18.0219,134.9,1.7,24.2,1017.3,41.6,26.4,0
2024-09-23 19:30:00,0.0,0.0,1.4,21.4,1009.0,64.7,20.1,0
2024-12-11 22:40:00,0.0,0.0,0.3,3.8,1023.2,79.6,3.8,0
2024-05-15 22:50:00,0.0,0.0,0.5,23.2,1014.2,69.5,22.3,0
2024-11-22 17:10:00,0.0,0.0,4.9,10.7,1020.6,94.4,9.9,0
2024-04-17 06:10:00,0.0,0.0,2.1,17.9,1004.6,91.7,17.4,0
2024-01-03 02:00:00,0.0,0.0,0.0,1.1,1023.7,94.4,0.1,0
2024-11-27 03:05:00,0.0,0.0,0.0,5.4,1020.8,82.5,4.0,0
2024-12-17 08:40:00,7.738,57.0,0.0,4.1,1020.0,81.3,2.7,0
2024-02-01 06:20:00,0.0,0.0,2.9,4.9,1018.1,91.6,3.8,0
2024-02-17 06:50:00,0.0,0.0,1.9,8.9,1006.3,89.0,7.6,0
2024-12-15 08:20:00,10.8199,127.3,0.0,2.0,1026.6,77.5,2.9,0
2024-02-07 17:40:00,0.8375,19.0,1.4,2.0,1021.9,72.6,1.5,-2
2024-12-31 08:20:00,8.6425,73.15,0.0,2.3,1021.4,94.1,2.0,0
2024-11-11 18:15:00,0.0,0.0,0.0,20.1,1012.0,73.8,21.2,0
2024-03-16 19:10:00,0.0,0.0,1.0,17.3,1010.3,83.9,16.5,0
2024-07-24 05:30:00,0.0,0.0,0.0,29.1,991.0,83.2,28.0,0
2024-04-16 01:00:00,0.0,0.0,2.1,24.0,1003.5,92.0,23.4,0
2024-07-03 11:50:00,21.6732,170.05,1.9,32.0,1002.1,70.8,32.6,0
2024-02-10 19:10:00,0.0,0.0,1.2,10.2,1021.0,66.9,8.8,0
2024-11-13 16:10:00,11.4898,89.3,1.2,23.9,1006.8,65.7,24.2,0
2024-05-28 16:00:00,64.5172,591.85,5.4,29.5,1001.1,35.7,29.0,0
2024-10-06 20:40:00,0.0,0.0,2.2,18.3,1016.9,72.7,18.3,0
2024-03-31 15:10:00,9.8149,616.55,1.0,32.7,1003.9,48.0,35.3,-2
2024-01-26 06:20:00,0.0,0.0,0.0,5.0,1027.4,66.8,3.4,0
2024-03-01 00:10:00,0.0,0.0,0.3,5.5,1026.7,83.4,4.0,0
2024-11-07 15:45:00,31.3541,289.75,1.4,25.4,1017.1,36.8,27.6,0
2024-10-15 18:00:00,0.0,0.0,0.5,21.4,1010.6,83.0,20.3,0
2024-05-07 11:20:00,60.2629,597.55,0.5,30.0,1011.2,66.8,34.4,0
2024-05-23 00:10:00,0.0,0.0,0.0,22.8,1004.0,91.4,21.7,0
2024-11-12 02:45:00,0.0,0.0,0.0,15.8,1012.7,87.5,15.7,0
2024-09-06 08:30:00,41.035,359.1,4.0,28.9,1004.2,72.5,31.8,0
2024-01-06 06:20:00,0.0,0.0,0.0,8.4,1018.3,85.0,8.0,0
2024-07-08 21:30:00,0.0,0.0,1.0,31.9,995.4,73.7,31.2,0
2024-12-29 13:20:00,71.7862,534.85,1.2,14.6,1018.5,30.8,12.7,0
2024-07-05 17:00:00,24.2526,210.9,1.7,35.0,994.3,67.4,35.4,0
2024-04-19 21:30:00,0.0,0.0,0.0,17.7,1001.7,100.0,16.6,0
2024-10-20 15:30:00,5.5272,42.75,2.6,13.3,1018.0,75.7,12.8,0
2024-04-15 13:40:00,84.9844,729.6,0.0,36.5,1004.2,51.9,42.2,0
2024-02-14 18:30:00,0.0,0.0,2.6,19.8,1009.0,78.0,18.9,0
2024-12-25 19:25:00,0.0,0.0,1.9,7.6,1022.3,66.4,6.9,0
2024-01-13 19:20:00,0.0,0.0,1.5,17.2,1012.3,69.6,16.0,0
2024-10-16 22:30:00,0.0,0.0,1.2,21.8,1011.6,93.6,21.2,0
2024-08-04 00:00:00,0.0,0.0,0.8,30.8,1000.4,77.4,30.0,0
2024-09-19 14:00:00,44.6193,467.4,5.4,32.3,1001.6,64.0,35.0,0
2024-11-26 00:05:00,0.0,0.0,0.0,7.1,1025.0,86.3,5.8,0
2024-12-30 11:20:00,18.8929,152.95,0.5,13.1,1019.9,44.6,11.9,0
2024-02-10 16:40:00,33.9,245.1,2.4,15.8,1019.4,54.7,15.4,0
2024-02-21 21:20:00,0.0,0.0,4.7,-1.7,1023.9,83.2,-2.8,0
2024-02-14 20:20:00,0.0,0.0,1.5,19.2,1010.7,81.2,18.5,0
2024-02-16 13:10:00,12.1263,684.0,2.2,17.2,1016.7,43.7,21.6,0
2024-09-12 20:20:00,0.0,0.0,0.3,23.6,1004.6,86.8,22.7,0
2024-08-19 06:50:00,6.4986,60.8,1.2,26.9,998.4,90.1,26.9,0
2024-10-28 22:40:00,0.0,0.0,0.0,15.3,1011.7,86.2,16.0,0
2024-05-10 13:40:00,25.8939,190.0,1.7,25.2,1004.9,73.1,26.1,0
2024-10-28 13:30:00,67.264,535.8,0.8,25.1,1011.7,51.3,25.6,0
