time1,Cumulative total radiation,time2,Average total irradiance,time3,Total radiation on inclined surface,time4,WindSpeed,time5,Temprature,time6,Pressure,time7,Humidity,time8,BackTemp,time9,CSI200F-P1
  ,  ,2024/4/20 0:40,411.915,  ,  ,2024/4/20 0:40,3.9,2024/4/20 0:40,17.9,2024/4/20 0:40,1005.2,2024/4/20 0:40,100,2024/4/20 0:40,19.332,2024/4/20 0:40,-0.3227
  ,  ,2024/4/20 0:50,411.915,  ,  ,2024/4/20 0:50,3.4,2024/4/20 0:50,17.9,2024/4/20 0:50,1005.1,2024/4/20 0:50,100,2024/4/20 0:50,19.332,2024/4/20 0:50,-0.3227
  ,  ,2024/4/20 1:00,411.915,  ,  ,2024/4/20 1:00,2.6,2024/4/20 1:00,17.9,2024/4/20 1:00,1005.1,2024/4/20 1:00,100,2024/4/20 1:00,19.332,2024/4/20 1:00,-0.3227
  ,  ,2024/4/20 1:10,411.915,  ,  ,2024/4/20 1:10,3.8,2024/4/20 1:10,17.8,2024/4/20 1:10,1005.1,2024/4/20 1:10,100,2024/4/20 1:10,19.224,2024/4/20 1:10,-0.3227
  ,  ,2024/4/20 1:20,411.915,  ,  ,2024/4/20 1:20,2.3,2024/4/20 1:20,17.8,2024/4/20 1:20,1005,2024/4/20 1:20,100,2024/4/20 1:20,19.224,2024/4/20 1:20,-0.3227
  ,  ,2024/4/20 1:30,411.915,  ,  ,2024/4/20 1:30,6.2,2024/4/20 1:30,17.7,2024/4/20 1:30,1004.9,2024/4/20 1:30,100,2024/4/20 1:30,19.116,2024/4/20 1:30,-0.3227
  ,  ,2024/4/20 1:40,411.915,  ,  ,2024/4/20 1:40,4.6,2024/4/20 1:40,17.6,2024/4/20 1:40,1004.9,2024/4/20 1:40,100,2024/4/20 1:40,19.008,2024/4/20 1:40,-0.3735
  ,  ,2024/4/20 1:50,411.915,  ,  ,2024/4/20 1:50,4.7,2024/4/20 1:50,17.5,2024/4/20 1:50,1004.9,2024/4/20 1:50,100,2024/4/20 1:50,18.9,2024/4/20 1:50,-0.3735
  ,  ,2024/4/20 2:00,411.915,  ,  ,2024/4/20 2:00,2.2,2024/4/20 2:00,17.5,2024/4/20 2:00,1004.9,2024/4/20 2:00,100,2024/4/20 2:00,18.9,2024/4/20 2:00,-0.3735
  ,  ,2024/4/20 2:10,411.915,  ,  ,2024/4/20 2:10,1.8,2024/4/20 2:10,17.4,2024/4/20 2:10,1005,2024/4/20 2:10,100,2024/4/20 2:10,18.792,2024/4/20 2:10,-0.3735
  ,  ,2024/4/20 2:20,411.915,  ,  ,2024/4/20 2:20,2.1,2024/4/20 2:20,17.3,2024/4/20 2:20,1005,2024/4/20 2:20,100,2024/4/20 2:20,18.684,2024/4/20 2:20,-0.3735
  ,  ,2024/4/20 2:30,411.915,  ,  ,2024/4/20 2:30,3.2,2024/4/20 2:30,17.3,2024/4/20 2:30,1005,2024/4/20 2:30,100,2024/4/20 2:30,18.684,2024/4/20 2:30,-0.3735
  ,  ,2024/4/20 2:40,411.915,  ,  ,2024/4/20 2:40,2.4,2024/4/20 2:40,17.2,2024/4/20 2:40,1005,2024/4/20 2:40,100,2024/4/20 2:40,18.576,2024/4/20 2:40,-0.3735
  ,  ,2024/4/20 2:50,411.915,  ,  ,2024/4/20 2:50,4.2,2024/4/20 2:50,17.2,2024/4/20 2:50,1004.9,2024/4/20 2:50,100,2024/4/20 2:50,18.576,2024/4/20 2:50,-0.3735
  ,  ,2024/4/20 3:00,411.915,  ,  ,2024/4/20 3:00,3.8,2024/4/20 3:00,17.3,2024/4/20 3:00,1004.9,2024/4/20 3:00,100,2024/4/20 3:00,18.684,2024/4/20 3:00,-0.3735
  ,  ,2024/4/20 3:10,411.915,  ,  ,2024/4/20 3:10,3.1,2024/4/20 3:10,17.2,2024/4/20 3:10,1004.7,2024/4/20 3:10,100,2024/4/20 3:10,18.576,2024/4/20 3:10,-0.3735
  ,  ,2024/4/20 3:20,411.915,  ,  ,2024/4/20 3:20,3.3,2024/4/20 3:20,17.2,2024/4/20 3:20,1004.5,2024/4/20 3:20,100,2024/4/20 3:20,18.576,2024/4/20 3:20,-0.3735
  ,  ,2024/4/20 3:30,411.915,  ,  ,2024/4/20 3:30,2.7,2024/4/20 3:30,17.1,2024/4/20 3:30,1004.4,2024/4/20 3:30,100,2024/4/20 3:30,18.468,2024/4/20 3:30,-0.3735
  ,  ,2024/4/20 3:40,411.915,  ,  ,2024/4/20 3:40,2.8,2024/4/20 3:40,17.1,2024/4/20 3:40,1004.4,2024/4/20 3:40,100,2024/4/20 3:40,18.468,2024/4/20 3:40,-0.3735
  ,  ,2024/4/20 3:50,411.915,  ,  ,2024/4/20 3:50,2.6,2024/4/20 3:50,17,2024/4/20 3:50,1004.4,2024/4/20 3:50,100,2024/4/20 3:50,18.36,2024/4/20 3:50,-0.3735
  ,  ,2024/4/20 4:00,411.915,  ,  ,2024/4/20 4:00,2.3,2024/4/20 4:00,17.1,2024/4/20 4:00,1004.6,2024/4/20 4:00,100,2024/4/20 4:00,18.468,2024/4/20 4:00,-0.3735
  ,  ,2024/4/20 4:10,411.915,  ,  ,2024/4/20 4:10,3.7,2024/4/20 4:10,17.1,2024/4/20 4:10,1004.5,2024/4/20 4:10,100,2024/4/20 4:10,18.468,2024/4/20 4:10,-0.3735
  ,  ,2024/4/20 4:20,411.915,  ,  ,2024/4/20 4:20,3.3,2024/4/20 4:20,17,2024/4/20 4:20,1004.6,2024/4/20 4:20,100,2024/4/20 4:20,18.36,2024/4/20 4:20,-0.3735
  ,  ,2024/4/20 4:30,411.915,  ,  ,2024/4/20 4:30,1.8,2024/4/20 4:30,17,2024/4/20 4:30,1004.7,2024/4/20 4:30,100,2024/4/20 4:30,18.36,2024/4/20 4:30,-0.3735
  ,  ,2024/4/20 4:40,411.915,  ,  ,2024/4/20 4:40,1.7,2024/4/20 4:40,16.9,2024/4/20 4:40,1004.9,2024/4/20 4:40,100,2024/4/20 4:40,18.252,2024/4/20 4:40,-0.3735
  ,  ,2024/4/20 4:50,411.915,  ,  ,2024/4/20 4:50,0.7,2024/4/20 4:50,16.9,2024/4/20 4:50,1004.9,2024/4/20 4:50,100,2024/4/20 4:50,18.252,2024/4/20 4:50,-0.3735
  ,  ,2024/4/20 5:00,411.915,  ,  ,2024/4/20 5:00,1.8,2024/4/20 5:00,16.9,2024/4/20 5:00,1005.1,2024/4/20 5:00,100,2024/4/20 5:00,18.252,2024/4/20 5:00,-0.3735
  ,  ,2024/4/20 5:10,411.915,  ,  ,2024/4/20 5:10,2.8,2024/4/20 5:10,16.9,2024/4/20 5:10,1005.3,2024/4/20 5:10,100,2024/4/20 5:10,18.252,2024/4/20 5:10,-0.3735
  ,  ,2024/4/20 5:20,411.915,  ,  ,2024/4/20 5:20,3.2,2024/4/20 5:20,16.8,2024/4/20 5:20,1005.3,2024/4/20 5:20,100,2024/4/20 5:20,18.144,2024/4/20 5:20,-0.3735
  ,  ,2024/4/20 5:30,411.915,  ,  ,2024/4/20 5:30,2.9,2024/4/20 5:30,16.9,2024/4/20 5:30,1005.5,2024/4/20 5:30,100,2024/4/20 5:30,18.252,2024/4/20 5:30,-0.3735
  ,  ,2024/4/20 5:40,411.915,  ,  ,2024/4/20 5:40,3.2,2024/4/20 5:40,16.9,2024/4/20 5:40,1005.7,2024/4/20 5:40,100,2024/4/20 5:40,18.252,2024/4/20 5:40,-0.3735
  ,  ,2024/4/20 5:50,411.915,  ,  ,2024/4/20 5:50,2.6,2024/4/20 5:50,16.9,2024/4/20 5:50,1005.8,2024/4/20 5:50,100,2024/4/20 5:50,18.252,2024/4/20 5:50,0
  ,  ,2024/4/20 6:00,411.915,  ,  ,2024/4/20 6:00,3.4,2024/4/20 6:00,16.9,2024/4/20 6:00,1005.9,2024/4/20 6:00,100,2024/4/20 6:00,18.252,2024/4/20 6:00,0.3639
  ,  ,2024/4/20 6:10,411.915,  ,  ,2024/4/20 6:10,2.4,2024/4/20 6:10,16.9,2024/4/20 6:10,1006.2,2024/4/20 6:10,100,2024/4/20 6:10,18.252,2024/4/20 6:10,1.1296
  ,  ,2024/4/20 6:20,411.915,  ,  ,2024/4/20 6:20,3.6,2024/4/20 6:20,16.9,2024/4/20 6:20,1006.3,2024/4/20 6:20,100,2024/4/20 6:20,18.252,2024/4/20 6:20,2.3765
  ,  ,2024/4/20 6:30,411.915,  ,  ,2024/4/20 6:30,3.9,2024/4/20 6:30,17,2024/4/20 6:30,1006.3,2024/4/20 6:30,100,2024/4/20 6:30,18.36,2024/4/20 6:30,3.6125
  ,  ,2024/4/20 6:40,411.915,  ,  ,2024/4/20 6:40,1.6,2024/4/20 6:40,17,2024/4/20 6:40,1006.2,2024/4/20 6:40,100,2024/4/20 6:40,18.36,2024/4/20 6:40,4.8575
  ,  ,2024/4/20 6:50,411.915,  ,  ,2024/4/20 6:50,2.1,2024/4/20 6:50,17.1,2024/4/20 6:50,1006.5,2024/4/20 6:50,100,2024/4/20 6:50,18.468,2024/4/20 6:50,5.6289
  ,  ,2024/4/20 7:00,411.915,  ,  ,2024/4/20 7:00,2.4,2024/4/20 7:00,17.2,2024/4/20 7:00,1006.7,2024/4/20 7:00,100,2024/4/20 7:00,18.576,2024/4/20 7:00,7.0496
  ,  ,2024/4/20 7:10,411.915,  ,  ,2024/4/20 7:10,2.4,2024/4/20 7:10,17.4,2024/4/20 7:10,1006.9,2024/4/20 7:10,100,2024/4/20 7:10,18.792,2024/4/20 7:10,11.9312
  ,  ,2024/4/20 7:20,411.915,  ,  ,2024/4/20 7:20,3.5,2024/4/20 7:20,17.6,2024/4/20 7:20,1007,2024/4/20 7:20,100,2024/4/20 7:20,19.008,2024/4/20 7:20,11.1495
  ,  ,2024/4/20 7:30,411.915,  ,  ,2024/4/20 7:30,2.5,2024/4/20 7:30,17.5,2024/4/20 7:30,1007,2024/4/20 7:30,100,2024/4/20 7:30,18.9,2024/4/20 7:30,11.1382
  ,  ,2024/4/20 7:40,411.915,  ,  ,2024/4/20 7:40,4,2024/4/20 7:40,17.7,2024/4/20 7:40,1007,2024/4/20 7:40,100,2024/4/20 7:40,19.116,2024/4/20 7:40,14.1946
  ,  ,2024/4/20 7:50,411.915,  ,  ,2024/4/20 7:50,1.8,2024/4/20 7:50,18,2024/4/20 7:50,1007.1,2024/4/20 7:50,100,2024/4/20 7:50,19.44,2024/4/20 7:50,17.6351
  ,  ,2024/4/20 8:00,411.915,  ,  ,2024/4/20 8:00,4.1,2024/4/20 8:00,18.2,2024/4/20 8:00,1007,2024/4/20 8:00,100,2024/4/20 8:00,19.656,2024/4/20 8:00,20.3908
  ,  ,2024/4/20 8:10,411.915,  ,  ,2024/4/20 8:10,3.9,2024/4/20 8:10,18.4,2024/4/20 8:10,1007,2024/4/20 8:10,100,2024/4/20 8:10,19.872,2024/4/20 8:10,20.0986
  ,  ,2024/4/20 8:20,1070,  ,  ,2024/4/20 8:20,5.9,2024/4/20 8:20,18.7,2024/4/20 8:20,1006.9,2024/4/20 8:20,100,2024/4/20 8:20,20.196,2024/4/20 8:20,25.1681
  ,  ,2024/4/20 8:30,423.333,  ,  ,2024/4/20 8:30,2.8,2024/4/20 8:30,19,2024/4/20 8:30,1007.1,2024/4/20 8:30,98.1,2024/4/20 8:30,20.52,2024/4/20 8:30,29.1707
  ,  ,2024/4/20 8:40,377.5,  ,  ,2024/4/20 8:40,3.4,2024/4/20 8:40,19.2,2024/4/20 8:40,1007,2024/4/20 8:40,95.4,2024/4/20 8:40,20.736,2024/4/20 8:40,31.5944
  ,  ,2024/4/20 8:50,290,  ,  ,2024/4/20 8:50,2.3,2024/4/20 8:50,19.5,2024/4/20 8:50,1007,2024/4/20 8:50,93.5,2024/4/20 8:50,21.06,2024/4/20 8:50,32.6946
  ,  ,2024/4/20 9:00,250,  ,  ,2024/4/20 9:00,3.9,2024/4/20 9:00,19.5,2024/4/20 9:00,1007.1,2024/4/20 9:00,91.3,2024/4/20 9:00,21.06,2024/4/20 9:00,32.9746
  ,  ,2024/4/20 9:10,247.778,  ,  ,2024/4/20 9:10,1.7,2024/4/20 9:10,19.8,2024/4/20 9:10,1007.2,2024/4/20 9:10,92,2024/4/20 9:10,21.384,2024/4/20 9:10,35.5623
  ,  ,2024/4/20 9:20,250,  ,  ,2024/4/20 9:20,3.6,2024/4/20 9:20,19.9,2024/4/20 9:20,1007.2,2024/4/20 9:20,91.4,2024/4/20 9:20,21.492,2024/4/20 9:20,34.1783
  ,  ,2024/4/20 9:30,229.167,  ,  ,2024/4/20 9:30,4.1,2024/4/20 9:30,19.9,2024/4/20 9:30,1007.2,2024/4/20 9:30,90.7,2024/4/20 9:30,21.492,2024/4/20 9:30,32.9411
  ,  ,2024/4/20 9:40,232.308,  ,  ,2024/4/20 9:40,4.2,2024/4/20 9:40,20.3,2024/4/20 9:40,1007.2,2024/4/20 9:40,87.2,2024/4/20 9:40,21.924,2024/4/20 9:40,39.5207
  ,  ,2024/4/20 9:50,222.667,  ,  ,2024/4/20 9:50,2.5,2024/4/20 9:50,20.4,2024/4/20 9:50,1007,2024/4/20 9:50,87.8,2024/4/20 9:50,22.032,2024/4/20 9:50,39.1907
  ,  ,2024/4/20 10:00,214.706,  ,  ,2024/4/20 10:00,4.4,2024/4/20 10:00,20.8,2024/4/20 10:00,1006.8,2024/4/20 10:00,84.5,2024/4/20 10:00,22.464,2024/4/20 10:00,39.1025
  ,  ,2024/4/20 10:10,220.556,  ,  ,2024/4/20 10:10,3.3,2024/4/20 10:10,21.1,2024/4/20 10:10,1006.9,2024/4/20 10:10,84.2,2024/4/20 10:10,22.788,2024/4/20 10:10,37.0334
  ,  ,2024/4/20 10:20,223.684,  ,  ,2024/4/20 10:20,4.3,2024/4/20 10:20,21.1,2024/4/20 10:20,1006.8,2024/4/20 10:20,84.3,2024/4/20 10:20,22.788,2024/4/20 10:20,39.1273
  ,  ,2024/4/20 10:30,217.619,  ,  ,2024/4/20 10:30,2,2024/4/20 10:30,21.2,2024/4/20 10:30,1006.9,2024/4/20 10:30,83.2,2024/4/20 10:30,22.896,2024/4/20 10:30,40.0474
  ,  ,2024/4/20 10:40,216.956,  ,  ,2024/4/20 10:40,4.1,2024/4/20 10:40,21.7,2024/4/20 10:40,1006.7,2024/4/20 10:40,78.7,2024/4/20 10:40,23.436,2024/4/20 10:40,38.5999
  ,  ,2024/4/20 10:50,220.833,  ,  ,2024/4/20 10:50,2.2,2024/4/20 10:50,21.7,2024/4/20 10:50,1006.7,2024/4/20 10:50,82.5,2024/4/20 10:50,23.436,2024/4/20 10:50,40.3685
  ,  ,2024/4/20 11:00,228.8,  ,  ,2024/4/20 11:00,1.6,2024/4/20 11:00,22.4,2024/4/20 11:00,1006.6,2024/4/20 11:00,77.1,2024/4/20 11:00,24.192,2024/4/20 11:00,39.8863
  ,  ,2024/4/20 11:10,226.667,  ,  ,2024/4/20 11:10,0.8,2024/4/20 11:10,22.2,2024/4/20 11:10,1006.5,2024/4/20 11:10,76.6,2024/4/20 11:10,23.976,2024/4/20 11:10,40.1912
  ,  ,2024/4/20 11:20,223.793,  ,  ,2024/4/20 11:20,2,2024/4/20 11:20,22.3,2024/4/20 11:20,1006.5,2024/4/20 11:20,75.6,2024/4/20 11:20,24.084,2024/4/20 11:20,39.8825
  ,  ,2024/4/20 11:30,234.483,  ,  ,2024/4/20 11:30,0.4,2024/4/20 11:30,22.4,2024/4/20 11:30,1006.4,2024/4/20 11:30,77,2024/4/20 11:30,24.192,2024/4/20 11:30,38.2466
  ,  ,2024/4/20 11:40,243.793,  ,  ,2024/4/20 11:40,3.5,2024/4/20 11:40,22.6,2024/4/20 11:40,1006.2,2024/4/20 11:40,76.4,2024/4/20 11:40,24.408,2024/4/20 11:40,38.552
  ,  ,2024/4/20 11:50,254.138,  ,  ,2024/4/20 11:50,2.1,2024/4/20 11:50,22.6,2024/4/20 11:50,1006.2,2024/4/20 11:50,75.8,2024/4/20 11:50,24.408,2024/4/20 11:50,25.2849
  ,  ,2024/4/20 12:00,265.172,  ,  ,2024/4/20 12:00,0.6,2024/4/20 12:00,23,2024/4/20 12:00,1006.2,2024/4/20 12:00,73.9,2024/4/20 12:00,24.84,2024/4/20 12:00,22.136
  ,  ,2024/4/20 12:10,273.103,  ,  ,2024/4/20 12:10,1.2,2024/4/20 12:10,23.1,2024/4/20 12:10,1006,2024/4/20 12:10,73.8,2024/4/20 12:10,24.948,2024/4/20 12:10,14.8139
  ,  ,2024/4/20 12:20,280.345,  ,  ,2024/4/20 12:20,1.5,2024/4/20 12:20,22.8,2024/4/20 12:20,1005.9,2024/4/20 12:20,76.7,2024/4/20 12:20,24.624,2024/4/20 12:20,17.2535
  ,  ,2024/4/20 12:30,288.966,  ,  ,2024/4/20 12:30,1.5,2024/4/20 12:30,23.1,2024/4/20 12:30,1005.9,2024/4/20 12:30,75.4,2024/4/20 12:30,24.948,2024/4/20 12:30,21.3242
  ,  ,2024/4/20 12:40,297.931,  ,  ,2024/4/20 12:40,2.1,2024/4/20 12:40,23.2,2024/4/20 12:40,1006,2024/4/20 12:40,78,2024/4/20 12:40,25.056,2024/4/20 12:40,22.9505
  ,  ,2024/4/20 12:50,307.586,  ,  ,2024/4/20 12:50,3,2024/4/20 12:50,22.9,2024/4/20 12:50,1006.1,2024/4/20 12:50,76.6,2024/4/20 12:50,24.732,2024/4/20 12:50,24.5796
  ,  ,2024/4/20 13:00,315.862,  ,  ,2024/4/20 13:00,-207,2024/4/20 13:00,4,2024/4/20 13:00,1006.2,2024/4/20 13:00,1,2024/4/20 13:00,25.056,2024/4/20 13:00,18.2965
  ,  ,2024/4/20 13:10,323.103,  ,  ,2024/4/20 13:10,1.3,2024/4/20 13:10,23.2,2024/4/20 13:10,1006.2,2024/4/20 13:10,77.2,2024/4/20 13:10,25.056,2024/4/20 13:10,14.3372
  ,  ,2024/4/20 13:20,330.345,  ,  ,2024/4/20 13:20,1.7,2024/4/20 13:20,23.1,2024/4/20 13:20,1006.1,2024/4/20 13:20,76.2,2024/4/20 13:20,24.948,2024/4/20 13:20,22.3546
  ,  ,2024/4/20 13:30,339.31,  ,  ,2024/4/20 13:30,1.5,2024/4/20 13:30,23.4,2024/4/20 13:30,1005.9,2024/4/20 13:30,74.4,2024/4/20 13:30,25.272,2024/4/20 13:30,24.4276
  ,  ,2024/4/20 13:40,349.31,  ,  ,2024/4/20 13:40,0,2024/4/20 13:40,23.5,2024/4/20 13:40,1005.9,2024/4/20 13:40,73.8,2024/4/20 13:40,25.38,2024/4/20 13:40,26.1378
  ,  ,2024/4/20 13:50,355.862,  ,  ,2024/4/20 13:50,1.1,2024/4/20 13:50,23.6,2024/4/20 13:50,1005.8,2024/4/20 13:50,74,2024/4/20 13:50,25.488,2024/4/20 13:50,21.5704
