time1,Cumulative total radiation,time2,Average total irradiance,time3,Total radiation on inclined surface,time4,WindSpeed,time5,Temprature,time6,Pressure,time7,Humidity,time8,BackTemp,time9,CSI200F-P1
2025/2/17 11:50,0.6,2025/1/1 0:00,0,2025/2/17 11:50,93,2025/1/1 0:00,0,2025/1/1 0:00,2.8,2025/1/1 0:00,1021.5,2025/1/1 0:00,90.7,2025/1/1 0:00,-1.6,2025/1/1 0:00,-0.3481
2025/2/17 11:55,0.63,2025/1/1 0:05,0,2025/2/17 11:55,78,2025/1/1 0:05,0,2025/1/1 0:05,2.5,2025/1/1 0:05,1021.5,2025/1/1 0:05,92.5,2025/1/1 0:05,-1.7,2025/1/1 0:05,-0.3481
2025/2/17 12:00,0.65,2025/1/1 0:10,0,2025/2/17 12:00,84,2025/1/1 0:10,0,2025/1/1 0:10,2.3,2025/1/1 0:10,1021.4,2025/1/1 0:10,93.9,2025/1/1 0:10,-2,2025/1/1 0:10,-0.3481
2025/2/17 12:05,0.67,2025/1/1 0:15,0,2025/2/17 12:05,84,2025/1/1 0:15,0,2025/1/1 0:15,2,2025/1/1 0:15,1021.3,2025/1/1 0:15,95.4,2025/1/1 0:15,-1.9,2025/1/1 0:15,-0.3481
2025/2/17 12:10,0.7,2025/1/1 0:20,0,2025/2/17 12:10,102,2025/1/1 0:20,0,2025/1/1 0:20,1.9,2025/1/1 0:20,1021.3,2025/1/1 0:20,87.6,2025/1/1 0:20,-2.1,2025/1/1 0:20,-0.3481
2025/2/17 12:15,0.73,2025/1/1 0:25,0,2025/2/17 12:15,92,2025/1/1 0:25,0,2025/1/1 0:25,2,2025/1/1 0:25,1021.3,2025/1/1 0:25,94.9,2025/1/1 0:25,-2.3,2025/1/1 0:25,-0.3481
2025/2/17 12:20,0.76,2025/1/1 0:30,0,2025/2/17 12:20,100,2025/1/1 0:30,0,2025/1/1 0:30,1.9,2025/1/1 0:30,1021.3,2025/1/1 0:30,98.8,2025/1/1 0:30,-2.4,2025/1/1 0:30,-0.3481
2025/2/17 12:25,0.79,2025/1/1 0:35,0,2025/2/17 12:25,104,2025/1/1 0:35,0,2025/1/1 0:35,1.8,2025/1/1 0:35,1021.3,2025/1/1 0:35,96.5,2025/1/1 0:35,-2.5,2025/1/1 0:35,-0.3481
2025/2/17 12:30,0.82,2025/1/1 0:40,0,2025/2/17 12:30,107,2025/1/1 0:40,0.4,2025/1/1 0:40,1.8,2025/1/1 0:40,1021.2,2025/1/1 0:40,88.7,2025/1/1 0:40,-2.5,2025/1/1 0:40,-0.3481
2025/2/17 12:35,0.85,2025/1/1 0:45,0,2025/2/17 12:35,98,2025/1/1 0:45,0,2025/1/1 0:45,2.3,2025/1/1 0:45,1021.2,2025/1/1 0:45,89.4,2025/1/1 0:45,-2.2,2025/1/1 0:45,-0.3481
2025/2/17 12:40,0.88,2025/1/1 0:50,0,2025/2/17 12:40,95,2025/1/1 0:50,0,2025/1/1 0:50,2.3,2025/1/1 0:50,1021.1,2025/1/1 0:50,95.7,2025/1/1 0:50,-2.2,2025/1/1 0:50,-0.3481
2025/2/17 12:45,0.91,2025/1/1 0:55,0,2025/2/17 12:45,87,2025/1/1 0:55,0.2,2025/1/1 0:55,2,2025/1/1 0:55,1021.1,2025/1/1 0:55,98.2,2025/1/1 0:55,-2.1,2025/1/1 0:55,-0.3481
2025/2/17 12:50,0.93,2025/1/1 1:00,0,2025/2/17 12:50,77,2025/1/1 1:00,0,2025/1/1 1:00,1.9,2025/1/1 1:00,1021,2025/1/1 1:00,94.5,2025/1/1 1:00,-2.3,2025/1/1 1:00,-0.3481
2025/2/17 12:55,0.96,2025/1/1 1:05,0,2025/2/17 12:55,70,2025/1/1 1:05,0,2025/1/1 1:05,1.8,2025/1/1 1:05,1021.1,2025/1/1 1:05,95.2,2025/1/1 1:05,-2.5,2025/1/1 1:05,-0.3481
2025/2/17 13:00,0.98,2025/1/1 1:10,0,2025/2/17 13:00,66,2025/1/1 1:10,0,2025/1/1 1:10,1.8,2025/1/1 1:10,1021,2025/1/1 1:10,96.9,2025/1/1 1:10,-2.4,2025/1/1 1:10,-0.3481
2025/2/17 13:05,1,2025/1/1 1:15,0,2025/2/17 13:05,73,2025/1/1 1:15,0.1,2025/1/1 1:15,1.7,2025/1/1 1:15,1021,2025/1/1 1:15,96.6,2025/1/1 1:15,-2.5,2025/1/1 1:15,-0.3481
2025/2/17 13:10,1.02,2025/1/1 1:20,0,2025/2/17 13:10,75,2025/1/1 1:20,0.3,2025/1/1 1:20,1.6,2025/1/1 1:20,1021,2025/1/1 1:20,98.6,2025/1/1 1:20,-2.5,2025/1/1 1:20,-0.3481
2025/2/17 13:15,1.04,2025/1/1 1:25,0,2025/2/17 13:15,80,2025/1/1 1:25,0.1,2025/1/1 1:25,1.5,2025/1/1 1:25,1021,2025/1/1 1:25,98.5,2025/1/1 1:25,-2.5,2025/1/1 1:25,-0.3481
2025/2/17 13:20,1.07,2025/1/1 1:30,0,2025/2/17 13:20,87,2025/1/1 1:30,0,2025/1/1 1:30,1.5,2025/1/1 1:30,1021,2025/1/1 1:30,98.5,2025/1/1 1:30,-2.6,2025/1/1 1:30,-0.3481
2025/2/17 13:25,1.1,2025/1/1 1:35,0,2025/2/17 13:25,96,2025/1/1 1:35,0,2025/1/1 1:35,1.3,2025/1/1 1:35,1021,2025/1/1 1:35,99.6,2025/1/1 1:35,-2.8,2025/1/1 1:35,-0.3481
2025/2/17 13:30,1.12,2025/1/1 1:40,0,2025/2/17 13:30,92,2025/1/1 1:40,0,2025/1/1 1:40,1.2,2025/1/1 1:40,1020.9,2025/1/1 1:40,100,2025/1/1 1:40,-2.9,2025/1/1 1:40,-0.3481
2025/2/17 13:35,1.15,2025/1/1 1:45,0,2025/2/17 13:35,105,2025/1/1 1:45,0,2025/1/1 1:45,1.3,2025/1/1 1:45,1020.9,2025/1/1 1:45,100,2025/1/1 1:45,-2.9,2025/1/1 1:45,-0.3481
2025/2/17 13:40,1.19,2025/1/1 1:50,0,2025/2/17 13:40,111,2025/1/1 1:50,0,2025/1/1 1:50,1.3,2025/1/1 1:50,1020.9,2025/1/1 1:50,100,2025/1/1 1:50,-3,2025/1/1 1:50,-0.3481
2025/2/17 13:45,1.22,2025/1/1 1:55,0,2025/2/17 13:45,99,2025/1/1 1:55,0,2025/1/1 1:55,1.3,2025/1/1 1:55,1020.9,2025/1/1 1:55,100,2025/1/1 1:55,-3,2025/1/1 1:55,-0.3481
2025/2/17 13:50,1.24,2025/1/1 2:00,0,2025/2/17 13:50,75,2025/1/1 2:00,0,2025/1/1 2:00,1.3,2025/1/1 2:00,1020.8,2025/1/1 2:00,100,2025/1/1 2:00,-2.9,2025/1/1 2:00,-0.3481
2025/2/17 13:55,1.26,2025/1/1 2:05,0,2025/2/17 13:55,76,2025/1/1 2:05,0,2025/1/1 2:05,1.2,2025/1/1 2:05,1020.7,2025/1/1 2:05,100,2025/1/1 2:05,-3,2025/1/1 2:05,-0.3481
2025/2/17 14:00,1.29,2025/1/1 2:10,0,2025/2/17 14:00,84,2025/1/1 2:10,0,2025/1/1 2:10,1.1,2025/1/1 2:10,1020.7,2025/1/1 2:10,100,2025/1/1 2:10,-3,2025/1/1 2:10,-0.3481
2025/2/17 14:05,1.31,2025/1/1 2:15,0,2025/2/17 14:05,94,2025/1/1 2:15,0,2025/1/1 2:15,1,2025/1/1 2:15,1020.7,2025/1/1 2:15,100,2025/1/1 2:15,-3,2025/1/1 2:15,-0.3481
2025/2/17 14:10,1.34,2025/1/1 2:20,0,2025/2/17 14:10,107,2025/1/1 2:20,0,2025/1/1 2:20,1.2,2025/1/1 2:20,1020.7,2025/1/1 2:20,100,2025/1/1 2:20,-3,2025/1/1 2:20,-0.3481
2025/2/17 14:15,1.38,2025/1/1 2:25,0,2025/2/17 14:15,97,2025/1/1 2:25,0,2025/1/1 2:25,1.2,2025/1/1 2:25,1020.7,2025/1/1 2:25,100,2025/1/1 2:25,-3.1,2025/1/1 2:25,-0.3481
2025/2/17 14:20,1.41,2025/1/1 2:30,0,2025/2/17 14:20,105,2025/1/1 2:30,0,2025/1/1 2:30,1.2,2025/1/1 2:30,1020.6,2025/1/1 2:30,100,2025/1/1 2:30,-3.2,2025/1/1 2:30,-0.3481
2025/2/17 14:25,1.44,2025/1/1 2:35,0,2025/2/17 14:25,94,2025/1/1 2:35,0,2025/1/1 2:35,1.1,2025/1/1 2:35,1020.6,2025/1/1 2:35,100,2025/1/1 2:35,-3.2,2025/1/1 2:35,-0.3481
2025/2/17 14:30,1.46,2025/1/1 2:40,0,2025/2/17 14:30,93,2025/1/1 2:40,0,2025/1/1 2:40,0.9,2025/1/1 2:40,1020.6,2025/1/1 2:40,100,2025/1/1 2:40,-3.3,2025/1/1 2:40,-0.3089
2025/2/17 14:35,1.49,2025/1/1 2:45,0,2025/2/17 14:35,104,2025/1/1 2:45,0,2025/1/1 2:45,0.8,2025/1/1 2:45,1020.6,2025/1/1 2:45,100,2025/1/1 2:45,-3.3,2025/1/1 2:45,-0.3089
2025/2/17 14:40,1.52,2025/1/1 2:50,0,2025/2/17 14:40,90,2025/1/1 2:50,0,2025/1/1 2:50,0.6,2025/1/1 2:50,1020.5,2025/1/1 2:50,100,2025/1/1 2:50,-3.2,2025/1/1 2:50,-0.3089
2025/2/17 14:45,1.55,2025/1/1 2:55,0,2025/2/17 14:45,89,2025/1/1 2:55,0,2025/1/1 2:55,0.6,2025/1/1 2:55,1020.5,2025/1/1 2:55,100,2025/1/1 2:55,-2.9,2025/1/1 2:55,-0.3089
2025/2/17 14:50,1.57,2025/1/1 3:00,0,2025/2/17 14:50,88,2025/1/1 3:00,0,2025/1/1 3:00,0.7,2025/1/1 3:00,1020.4,2025/1/1 3:00,100,2025/1/1 3:00,-2.8,2025/1/1 3:00,-0.3089
2025/2/17 14:55,1.6,2025/1/1 3:05,0,2025/2/17 14:55,95,2025/1/1 3:05,0,2025/1/1 3:05,0.7,2025/1/1 3:05,1020.5,2025/1/1 3:05,100,2025/1/1 3:05,-2.8,2025/1/1 3:05,-0.3089
2025/2/17 15:00,1.63,2025/1/1 3:10,0,2025/2/17 15:00,109,2025/1/1 3:10,0,2025/1/1 3:10,0.6,2025/1/1 3:10,1020.5,2025/1/1 3:10,100,2025/1/1 3:10,-2.8,2025/1/1 3:10,-0.3089
2025/2/17 15:05,1.66,2025/1/1 3:15,0,2025/2/17 15:05,81,2025/1/1 3:15,0,2025/1/1 3:15,0.4,2025/1/1 3:15,1020.6,2025/1/1 3:15,100,2025/1/1 3:15,-2.7,2025/1/1 3:15,-0.3089
2025/2/17 15:10,1.69,2025/1/1 3:20,0,2025/2/17 15:10,77,2025/1/1 3:20,0.2,2025/1/1 3:20,0.5,2025/1/1 3:20,1020.5,2025/1/1 3:20,97.8,2025/1/1 3:20,-2.5,2025/1/1 3:20,-0.3089
2025/2/17 15:15,1.71,2025/1/1 3:25,0,2025/2/17 15:15,81,2025/1/1 3:25,0.3,2025/1/1 3:25,0.6,2025/1/1 3:25,1020.5,2025/1/1 3:25,92.9,2025/1/1 3:25,-2.5,2025/1/1 3:25,-0.3089
2025/2/17 15:20,1.73,2025/1/1 3:30,0,2025/2/17 15:20,68,2025/1/1 3:30,0.2,2025/1/1 3:30,0.9,2025/1/1 3:30,1020.5,2025/1/1 3:30,92.3,2025/1/1 3:30,-2.4,2025/1/1 3:30,-0.3089
2025/2/17 15:25,1.75,2025/1/1 3:35,0,2025/2/17 15:25,54,2025/1/1 3:35,0.3,2025/1/1 3:35,1,2025/1/1 3:35,1020.4,2025/1/1 3:35,94.8,2025/1/1 3:35,-2.5,2025/1/1 3:35,-0.3089
2025/2/17 15:30,1.77,2025/1/1 3:40,0,2025/2/17 15:30,47,2025/1/1 3:40,0,2025/1/1 3:40,1,2025/1/1 3:40,1020.3,2025/1/1 3:40,97,2025/1/1 3:40,-2.5,2025/1/1 3:40,-0.3089
2025/2/17 15:35,1.78,2025/1/1 3:45,0,2025/2/17 15:35,43,2025/1/1 3:45,0,2025/1/1 3:45,1.1,2025/1/1 3:45,1020.3,2025/1/1 3:45,94.8,2025/1/1 3:45,-2.5,2025/1/1 3:45,-0.3089
2025/2/17 15:40,1.79,2025/1/1 3:50,0,2025/2/17 15:40,39,2025/1/1 3:50,0,2025/1/1 3:50,1.1,2025/1/1 3:50,1020.3,2025/1/1 3:50,93.4,2025/1/1 3:50,-2.3,2025/1/1 3:50,-0.3089
2025/2/17 15:45,1.8,2025/1/1 3:55,0,2025/2/17 15:45,46,2025/1/1 3:55,0.2,2025/1/1 3:55,0.9,2025/1/1 3:55,1020.3,2025/1/1 3:55,89,2025/1/1 3:55,-2.3,2025/1/1 3:55,-0.3089
2025/2/17 15:50,1.82,2025/1/1 4:00,0,2025/2/17 15:50,51,2025/1/1 4:00,0.2,2025/1/1 4:00,1,2025/1/1 4:00,1020.2,2025/1/1 4:00,85.8,2025/1/1 4:00,-2.4,2025/1/1 4:00,-0.3089
2025/2/17 15:55,1.83,2025/1/1 4:05,0,2025/2/17 15:55,65,2025/1/1 4:05,0.2,2025/1/1 4:05,1,2025/1/1 4:05,1020.2,2025/1/1 4:05,82.7,2025/1/1 4:05,-2.5,2025/1/1 4:05,-0.3089
2025/2/17 16:00,1.85,2025/1/1 4:10,0,2025/2/17 16:00,41,2025/1/1 4:10,0.2,2025/1/1 4:10,1,2025/1/1 4:10,1020.1,2025/1/1 4:10,82.6,2025/1/1 4:10,-2.5,2025/1/1 4:10,-0.3089
2025/2/17 16:05,1.86,2025/1/1 4:15,0,2025/2/17 16:05,36,2025/1/1 4:15,0.4,2025/1/1 4:15,1,2025/1/1 4:15,1020,2025/1/1 4:15,86.8,2025/1/1 4:15,-2.4,2025/1/1 4:15,-0.3089
2025/2/17 16:10,1.87,2025/1/1 4:20,0,2025/2/17 16:10,31,2025/1/1 4:20,0.3,2025/1/1 4:20,0.8,2025/1/1 4:20,1019.9,2025/1/1 4:20,86.1,2025/1/1 4:20,-2.3,2025/1/1 4:20,-0.3089
2025/2/17 16:15,1.88,2025/1/1 4:25,0,2025/2/17 16:15,41,2025/1/1 4:25,0,2025/1/1 4:25,0.7,2025/1/1 4:25,1019.9,2025/1/1 4:25,83.9,2025/1/1 4:25,-2.5,2025/1/1 4:25,-0.3089
2025/2/17 16:20,1.9,2025/1/1 4:30,0,2025/2/17 16:20,39,2025/1/1 4:30,0,2025/1/1 4:30,0.6,2025/1/1 4:30,1019.9,2025/1/1 4:30,83.5,2025/1/1 4:30,-2.9,2025/1/1 4:30,-0.3089
2025/2/17 16:25,1.91,2025/1/1 4:35,0,2025/2/17 16:25,34,2025/1/1 4:35,0.4,2025/1/1 4:35,0.6,2025/1/1 4:35,1019.9,2025/1/1 4:35,82,2025/1/1 4:35,-3.2,2025/1/1 4:35,-0.3089
2025/2/17 16:30,1.92,2025/1/1 4:40,0,2025/2/17 16:30,0,2025/1/1 4:40,0.4,2025/1/1 4:40,0.8,2025/1/1 4:40,1019.9,2025/1/1 4:40,80.7,2025/1/1 4:40,-2.8,2025/1/1 4:40,-0.3481
2025/2/17 16:35,1.92,2025/1/1 4:45,0,2025/2/17 16:35,39,2025/1/1 4:45,0.7,2025/1/1 4:45,1,2025/1/1 4:45,1020,2025/1/1 4:45,80.2,2025/1/1 4:45,-2.7,2025/1/1 4:45,-0.3481
2025/2/17 16:40,1.94,2025/1/1 4:50,0,2025/2/17 16:40,74,2025/1/1 4:50,1.1,2025/1/1 4:50,1,2025/1/1 4:50,1020,2025/1/1 4:50,80.7,2025/1/1 4:50,-2.5,2025/1/1 4:50,-0.3481
2025/2/17 16:45,1.96,2025/1/1 4:55,0,2025/2/17 16:45,64,2025/1/1 4:55,0.1,2025/1/1 4:55,0.9,2025/1/1 4:55,1020,2025/1/1 4:55,82.1,2025/1/1 4:55,-2.8,2025/1/1 4:55,-0.3481
2025/2/17 16:50,1.97,2025/1/1 5:00,0,2025/2/17 16:50,30,2025/1/1 5:00,0,2025/1/1 5:00,0.8,2025/1/1 5:00,1020,2025/1/1 5:00,82.5,2025/1/1 5:00,-3.2,2025/1/1 5:00,-0.3481
2025/2/17 16:55,1.98,2025/1/1 5:05,0,2025/2/17 16:55,43,2025/1/1 5:05,0.3,2025/1/1 5:05,0.7,2025/1/1 5:05,1020,2025/1/1 5:05,85.7,2025/1/1 5:05,-3.2,2025/1/1 5:05,-0.3481
2025/2/17 17:00,1.99,2025/1/1 5:10,0,2025/2/17 17:00,37,2025/1/1 5:10,0.6,2025/1/1 5:10,0.5,2025/1/1 5:10,1020,2025/1/1 5:10,84.1,2025/1/1 5:10,-3,2025/1/1 5:10,-0.3481
2025/2/17 17:05,2,2025/1/1 5:15,0,2025/2/17 17:05,0,2025/1/1 5:15,0.7,2025/1/1 5:15,0.5,2025/1/1 5:15,1020,2025/1/1 5:15,83.1,2025/1/1 5:15,-2.7,2025/1/1 5:15,-0.3481
2025/2/17 17:10,2,2025/1/1 5:20,0,2025/2/17 17:10,0,2025/1/1 5:20,0.1,2025/1/1 5:20,0.6,2025/1/1 5:20,1020,2025/1/1 5:20,83,2025/1/1 5:20,-2.8,2025/1/1 5:20,-0.3481
2025/2/17 17:15,2,2025/1/1 5:25,0,2025/2/17 17:15,0,2025/1/1 5:25,0,2025/1/1 5:25,0.7,2025/1/1 5:25,1020,2025/1/1 5:25,81.6,2025/1/1 5:25,-3.4,2025/1/1 5:25,-0.3481
2025/2/17 17:20,2,2025/1/1 5:30,0,2025/2/17 17:20,0,2025/1/1 5:30,0,2025/1/1 5:30,0.6,2025/1/1 5:30,1020,2025/1/1 5:30,86.1,2025/1/1 5:30,-3.5,2025/1/1 5:30,-0.3481
2025/2/17 17:25,2,2025/1/1 5:35,0,2025/2/17 17:25,0,2025/1/1 5:35,0,2025/1/1 5:35,0.6,2025/1/1 5:35,1020.1,2025/1/1 5:35,93.4,2025/1/1 5:35,-3.8,2025/1/1 5:35,-0.3481
2025/2/17 17:30,2,2025/1/1 5:40,0,2025/2/17 17:30,0,2025/1/1 5:40,0,2025/1/1 5:40,0.5,2025/1/1 5:40,1020.1,2025/1/1 5:40,98.4,2025/1/1 5:40,-3.8,2025/1/1 5:40,-0.3067
2025/2/17 17:35,2,2025/1/1 5:45,0,2025/2/17 17:35,0,2025/1/1 5:45,0,2025/1/1 5:45,0.2,2025/1/1 5:45,1020.1,2025/1/1 5:45,92.7,2025/1/1 5:45,-3.8,2025/1/1 5:45,-0.3067
2025/2/17 17:40,2,2025/1/1 5:50,0,2025/2/17 17:40,0,2025/1/1 5:50,0,2025/1/1 5:50,0.1,2025/1/1 5:50,1020.1,2025/1/1 5:50,89,2025/1/1 5:50,-3.9,2025/1/1 5:50,-0.3067
2025/2/17 17:45,2,2025/1/1 5:55,0,2025/2/17 17:45,0,2025/1/1 5:55,0,2025/1/1 5:55,0.2,2025/1/1 5:55,1020.1,2025/1/1 5:55,85.7,2025/1/1 5:55,-3.8,2025/1/1 5:55,-0.3067
2025/2/17 17:50,2,2025/1/1 6:00,0,2025/2/17 17:50,0,2025/1/1 6:00,0.1,2025/1/1 6:00,0.5,2025/1/1 6:00,1020.1,2025/1/1 6:00,83.9,2025/1/1 6:00,-3.5,2025/1/1 6:00,-0.3067
2025/2/17 17:55,2,2025/1/1 6:05,0,2025/2/17 17:55,0,2025/1/1 6:05,0,2025/1/1 6:05,0.5,2025/1/1 6:05,1020,2025/1/1 6:05,88.4,2025/1/1 6:05,-3.7,2025/1/1 6:05,-0.3067
2025/2/17 18:00,2,2025/1/1 6:10,0,2025/2/17 18:00,0,2025/1/1 6:10,0,2025/1/1 6:10,0.4,2025/1/1 6:10,1020,2025/1/1 6:10,92.3,2025/1/1 6:10,-3.8,2025/1/1 6:10,-0.3067
2025/2/17 18:05,2,2025/1/1 6:15,0,2025/2/17 18:05,0,2025/1/1 6:15,0,2025/1/1 6:15,0.1,2025/1/1 6:15,1020,2025/1/1 6:15,94.6,2025/1/1 6:15,-3.8,2025/1/1 6:15,-0.3067
2025/2/17 18:10,2,2025/1/1 6:20,0,2025/2/17 18:10,0,2025/1/1 6:20,0,2025/1/1 6:20,0.1,2025/1/1 6:20,1020.2,2025/1/1 6:20,97.6,2025/1/1 6:20,-3.5,2025/1/1 6:20,-0.3067
2025/2/17 18:15,2,2025/1/1 6:25,0,2025/2/17 18:15,0,2025/1/1 6:25,0,2025/1/1 6:25,0,2025/1/1 6:25,1020.3,2025/1/1 6:25,95.4,2025/1/1 6:25,-3.5,2025/1/1 6:25,-0.3067
2025/2/17 18:20,2,2025/1/1 6:30,0,2025/2/17 18:20,0,2025/1/1 6:30,0,2025/1/1 6:30,0,2025/1/1 6:30,1020.2,2025/1/1 6:30,92.7,2025/1/1 6:30,-3.5,2025/1/1 6:30,-0.3067
2025/2/17 18:25,2,2025/1/1 6:35,0,2025/2/17 18:25,0,2025/1/1 6:35,0,2025/1/1 6:35,0,2025/1/1 6:35,1020.3,2025/1/1 6:35,90.4,2025/1/1 6:35,-3.6,2025/1/1 6:35,-0.3067
2025/2/17 18:30,2,2025/1/1 6:40,0,2025/2/17 18:30,0,2025/1/1 6:40,0,2025/1/1 6:40,0,2025/1/1 6:40,1020.3,2025/1/1 6:40,92.4,2025/1/1 6:40,-3.7,2025/1/1 6:40,-0.3107
2025/2/17 18:35,2,2025/1/1 6:45,0,2025/2/17 18:35,0,2025/1/1 6:45,0,2025/1/1 6:45,0,2025/1/1 6:45,1020.4,2025/1/1 6:45,92.9,2025/1/1 6:45,-3.8,2025/1/1 6:45,-0.3107
2025/2/17 18:40,2,2025/1/1 6:50,0,2025/2/17 18:40,0,2025/1/1 6:50,0,2025/1/1 6:50,0,2025/1/1 6:50,1020.4,2025/1/1 6:50,91.8,2025/1/1 6:50,-3.8,2025/1/1 6:50,-0.3107
2025/2/17 18:45,2,2025/1/1 6:55,0,2025/2/17 18:45,0,2025/1/1 6:55,0,2025/1/1 6:55,0,2025/1/1 6:55,1020.5,2025/1/1 6:55,97,2025/1/1 6:55,-3.9,2025/1/1 6:55,-0.3107
2025/2/17 18:50,2,2025/1/1 7:00,0,2025/2/17 18:50,0,2025/1/1 7:00,0,2025/1/1 7:00,-0.1,2025/1/1 7:00,1020.5,2025/1/1 7:00,94.9,2025/1/1 7:00,-3.8,2025/1/1 7:00,-0.3107
2025/2/17 18:55,2,2025/1/1 7:05,0,2025/2/17 18:55,0,2025/1/1 7:05,0,2025/1/1 7:05,-0.2,2025/1/1 7:05,1020.6,2025/1/1 7:05,94,2025/1/1 7:05,-3.9,2025/1/1 7:05,-0.3107
2025/2/17 19:00,2,2025/1/1 7:10,0,2025/2/17 19:00,0,2025/1/1 7:10,0,2025/1/1 7:10,-0.3,2025/1/1 7:10,1020.6,2025/1/1 7:10,93,2025/1/1 7:10,-3.9,2025/1/1 7:10,0
2025/2/17 19:05,2,2025/1/1 7:15,0,2025/2/17 19:05,0,2025/1/1 7:15,0.1,2025/1/1 7:15,-0.2,2025/1/1 7:15,1020.8,2025/1/1 7:15,92.5,2025/1/1 7:15,-3.6,2025/1/1 7:15,0
2025/2/17 19:10,2,2025/1/1 7:20,0,2025/2/17 19:10,0,2025/1/1 7:20,0,2025/1/1 7:20,-0.1,2025/1/1 7:20,1020.8,2025/1/1 7:20,91.8,2025/1/1 7:20,-3.2,2025/1/1 7:20,0.1555
2025/2/17 19:15,2,2025/1/1 7:25,0,2025/2/17 19:15,0,2025/1/1 7:25,0,2025/1/1 7:25,0,2025/1/1 7:25,1020.9,2025/1/1 7:25,87.5,2025/1/1 7:25,-3.3,2025/1/1 7:25,0.4628
2025/2/17 19:20,2,2025/1/1 7:30,33,2025/2/17 19:20,0,2025/1/1 7:30,0.2,2025/1/1 7:30,0.1,2025/1/1 7:30,1020.9,2025/1/1 7:30,87.6,2025/1/1 7:30,-3.2,2025/1/1 7:30,0.9255
2025/2/17 19:25,2,2025/1/1 7:35,51,2025/2/17 19:25,0,2025/1/1 7:35,0,2025/1/1 7:35,0.3,2025/1/1 7:35,1020.9,2025/1/1 7:35,87,2025/1/1 7:35,-3.1,2025/1/1 7:35,1.3879
2025/2/17 19:30,2,2025/1/1 7:40,69,2025/2/17 19:30,0,2025/1/1 7:40,0,2025/1/1 7:40,0.5,2025/1/1 7:40,1020.8,2025/1/1 7:40,89.8,2025/1/1 7:40,-2.6,2025/1/1 7:40,2.0017
2025/2/17 19:35,2,2025/1/1 7:45,52,2025/2/17 19:35,0,2025/1/1 7:45,0,2025/1/1 7:45,0.6,2025/1/1 7:45,1020.8,2025/1/1 7:45,91,2025/1/1 7:45,-2,2025/1/1 7:45,2.469
2025/2/17 19:40,2,2025/1/1 7:50,54,2025/2/17 19:40,0,2025/1/1 7:50,0.5,2025/1/1 7:50,0.6,2025/1/1 7:50,1020.9,2025/1/1 7:50,86.1,2025/1/1 7:50,-1.6,2025/1/1 7:50,3.4016
2025/2/17 19:45,2,2025/1/1 7:55,133,2025/2/17 19:45,0,2025/1/1 7:55,0.1,2025/1/1 7:55,0.5,2025/1/1 7:55,1020.9,2025/1/1 7:55,89.1,2025/1/1 7:55,-1.2,2025/1/1 7:55,4.6479
2025/2/17 19:50,2,2025/1/1 8:00,152,2025/2/17 19:50,0,2025/1/1 8:00,0.7,2025/1/1 8:00,0.6,2025/1/1 8:00,1021,2025/1/1 8:00,86.7,2025/1/1 8:00,-0.5,2025/1/1 8:00,5.5764
2025/2/17 19:55,2,2025/1/1 8:05,101,2025/2/17 19:55,0,2025/1/1 8:05,0.3,2025/1/1 8:05,0.6,2025/1/1 8:05,1021,2025/1/1 8:05,88.3,2025/1/1 8:05,0,2025/1/1 8:05,6.4996
2025/2/17 20:00,2,2025/1/1 8:10,159,2025/2/17 20:00,0,2025/1/1 8:10,0.5,2025/1/1 8:10,0.8,2025/1/1 8:10,1021,2025/1/1 8:10,88.2,2025/1/1 8:10,0.4,2025/1/1 8:10,7.4243
2025/2/17 20:05,2,2025/1/1 8:15,210,2025/2/17 20:05,0,2025/1/1 8:15,0.3,2025/1/1 8:15,1.2,2025/1/1 8:15,1021.1,2025/1/1 8:15,87.8,2025/1/1 8:15,1.1,2025/1/1 8:15,8.4307
2025/2/17 20:10,2,2025/1/1 8:20,249,2025/2/17 20:10,0,2025/1/1 8:20,0.1,2025/1/1 8:20,1.8,2025/1/1 8:20,1021.2,2025/1/1 8:20,83,2025/1/1 8:20,2.5,2025/1/1 8:20,9.693
2025/2/17 20:15,2,2025/1/1 8:25,271,2025/2/17 20:15,0,2025/1/1 8:25,0.3,2025/1/1 8:25,2.3,2025/1/1 8:25,1021.1,2025/1/1 8:25,81.9,2025/1/1 8:25,4,2025/1/1 8:25,11.5815
2025/2/17 20:20,2,2025/1/1 8:30,294,2025/2/17 20:20,0,2025/1/1 8:30,0.9,2025/1/1 8:30,2.3,2025/1/1 8:30,1021.1,2025/1/1 8:30,80.7,2025/1/1 8:30,4.4,2025/1/1 8:30,13.782
2025/2/17 20:25,2,2025/1/1 8:35,315,2025/2/17 20:25,0,2025/1/1 8:35,0.5,2025/1/1 8:35,2.4,2025/1/1 8:35,1021.2,2025/1/1 8:35,82,2025/1/1 8:35,5.5,2025/1/1 8:35,15.6893
2025/2/17 20:30,2,2025/1/1 8:40,337,2025/2/17 20:30,0,2025/1/1 8:40,0.2,2025/1/1 8:40,2.6,2025/1/1 8:40,1021.3,2025/1/1 8:40,84,2025/1/1 8:40,6.3,2025/1/1 8:40,16.3046
2025/2/17 20:35,2,2025/1/1 8:45,358,2025/2/17 20:35,0,2025/1/1 8:45,0.6,2025/1/1 8:45,3,2025/1/1 8:45,1021.4,2025/1/1 8:45,84.2,2025/1/1 8:45,7.6,2025/1/1 8:45,18.8962
