time1,Irradiance,time2,Direct radiation,time3,Diffuse radiation,time4,WindSpeed,time5,WindDirection,time6,Temperature,time7,Humidity,time8,Pressure,time9,ComponentTemp,time10,P1
2024/1/1 0:00,0,2024/1/1 0:00,0,2024/1/1 0:00,0,2024/1/1 0:00,4.9,2024/1/1 0:00,0,2024/1/1 0:00,8.4,2024/1/1 0:00,59.2,2024/1/1 0:00,1022,2024/1/1 0:00,7.9,2024/1/1 0:00,0
2024/1/1 0:10,0,2024/1/1 0:10,0,2024/1/1 0:10,0,2024/1/1 0:10,5,2024/1/1 0:10,0,2024/1/1 0:10,8.5,2024/1/1 0:10,58.3,2024/1/1 0:10,1022,2024/1/1 0:10,8,2024/1/1 0:10,0
2024/1/1 0:20,0,2024/1/1 0:20,0,2024/1/1 0:20,0,2024/1/1 0:20,4.3,2024/1/1 0:20,0,2024/1/1 0:20,8.5,2024/1/1 0:20,58.5,2024/1/1 0:20,1021.9,2024/1/1 0:20,7.9,2024/1/1 0:20,0
2024/1/1 0:30,0,2024/1/1 0:30,0,2024/1/1 0:30,0,2024/1/1 0:30,3.5,2024/1/1 0:30,0,2024/1/1 0:30,8.4,2024/1/1 0:30,58.3,2024/1/1 0:30,1022.1,2024/1/1 0:30,7.8,2024/1/1 0:30,0
2024/1/1 0:40,0,2024/1/1 0:40,0,2024/1/1 0:40,0,2024/1/1 0:40,4.7,2024/1/1 0:40,0,2024/1/1 0:40,8.3,2024/1/1 0:40,58.7,2024/1/1 0:40,1022.1,2024/1/1 0:40,7.6,2024/1/1 0:40,0
2024/1/1 0:50,0,2024/1/1 0:50,0,2024/1/1 0:50,0,2024/1/1 0:50,3.6,2024/1/1 0:50,0,2024/1/1 0:50,8.2,2024/1/1 0:50,59.1,2024/1/1 0:50,1022.1,2024/1/1 0:50,7.6,2024/1/1 0:50,0
2024/1/1 1:00,0,2024/1/1 1:00,0,2024/1/1 1:00,0,2024/1/1 1:00,4.3,2024/1/1 1:00,0,2024/1/1 1:00,8.2,2024/1/1 1:00,58.9,2024/1/1 1:00,1021.8,2024/1/1 1:00,7.6,2024/1/1 1:00,0
2024/1/1 1:10,0,2024/1/1 1:10,0,2024/1/1 1:10,0,2024/1/1 1:10,3.6,2024/1/1 1:10,0,2024/1/1 1:10,8.1,2024/1/1 1:10,59.9,2024/1/1 1:10,1022,2024/1/1 1:10,7.5,2024/1/1 1:10,0
2024/1/1 1:20,0,2024/1/1 1:20,0,2024/1/1 1:20,0,2024/1/1 1:20,1.9,2024/1/1 1:20,0,2024/1/1 1:20,8,2024/1/1 1:20,60.1,2024/1/1 1:20,1022,2024/1/1 1:20,7.3,2024/1/1 1:20,0
2024/1/1 1:30,0,2024/1/1 1:30,0,2024/1/1 1:30,0,2024/1/1 1:30,1.4,2024/1/1 1:30,0,2024/1/1 1:30,7.8,2024/1/1 1:30,60.9,2024/1/1 1:30,1022,2024/1/1 1:30,7,2024/1/1 1:30,0
2024/1/1 1:40,0,2024/1/1 1:40,0,2024/1/1 1:40,0,2024/1/1 1:40,2.4,2024/1/1 1:40,0,2024/1/1 1:40,7.6,2024/1/1 1:40,61.2,2024/1/1 1:40,1022.1,2024/1/1 1:40,6.8,2024/1/1 1:40,0
2024/1/1 1:50,0,2024/1/1 1:50,0,2024/1/1 1:50,0,2024/1/1 1:50,1.5,2024/1/1 1:50,0,2024/1/1 1:50,7.3,2024/1/1 1:50,62.8,2024/1/1 1:50,1022.1,2024/1/1 1:50,6.6,2024/1/1 1:50,0
2024/1/1 2:00,0,2024/1/1 2:00,0,2024/1/1 2:00,0,2024/1/1 2:00,0.7,2024/1/1 2:00,0,2024/1/1 2:00,7.2,2024/1/1 2:00,63.5,2024/1/1 2:00,1022.2,2024/1/1 2:00,6.2,2024/1/1 2:00,0
2024/1/1 2:10,0,2024/1/1 2:10,0,2024/1/1 2:10,0,2024/1/1 2:10,0.8,2024/1/1 2:10,0,2024/1/1 2:10,6.9,2024/1/1 2:10,64.4,2024/1/1 2:10,1022.1,2024/1/1 2:10,6,2024/1/1 2:10,0
2024/1/1 2:20,0,2024/1/1 2:20,0,2024/1/1 2:20,0,2024/1/1 2:20,0.5,2024/1/1 2:20,0,2024/1/1 2:20,6.6,2024/1/1 2:20,65.5,2024/1/1 2:20,1022,2024/1/1 2:20,5.7,2024/1/1 2:20,0
2024/1/1 2:30,0,2024/1/1 2:30,0,2024/1/1 2:30,0,2024/1/1 2:30,2.6,2024/1/1 2:30,0,2024/1/1 2:30,6.5,2024/1/1 2:30,66,2024/1/1 2:30,1021.6,2024/1/1 2:30,6,2024/1/1 2:30,0
2024/1/1 2:40,0,2024/1/1 2:40,0,2024/1/1 2:40,0,2024/1/1 2:40,0.8,2024/1/1 2:40,0,2024/1/1 2:40,6.6,2024/1/1 2:40,66,2024/1/1 2:40,1021.9,2024/1/1 2:40,5.8,2024/1/1 2:40,0
2024/1/1 2:50,0,2024/1/1 2:50,0,2024/1/1 2:50,0,2024/1/1 2:50,0.5,2024/1/1 2:50,0,2024/1/1 2:50,6.6,2024/1/1 2:50,65.2,2024/1/1 2:50,1022.1,2024/1/1 2:50,5.8,2024/1/1 2:50,0
2024/1/1 3:00,0,2024/1/1 3:00,0,2024/1/1 3:00,0,2024/1/1 3:00,2.2,2024/1/1 3:00,0,2024/1/1 3:00,6.5,2024/1/1 3:00,65.1,2024/1/1 3:00,1022.1,2024/1/1 3:00,5.7,2024/1/1 3:00,0
2024/1/1 3:10,0,2024/1/1 3:10,0,2024/1/1 3:10,0,2024/1/1 3:10,1.7,2024/1/1 3:10,0,2024/1/1 3:10,6.5,2024/1/1 3:10,64.6,2024/1/1 3:10,1022.1,2024/1/1 3:10,5.8,2024/1/1 3:10,0
2024/1/1 3:20,0,2024/1/1 3:20,0,2024/1/1 3:20,0,2024/1/1 3:20,2.6,2024/1/1 3:20,0,2024/1/1 3:20,6.4,2024/1/1 3:20,65.4,2024/1/1 3:20,1021.9,2024/1/1 3:20,5.6,2024/1/1 3:20,0
2024/1/1 3:30,0,2024/1/1 3:30,0,2024/1/1 3:30,0,2024/1/1 3:30,3.1,2024/1/1 3:30,0,2024/1/1 3:30,6.6,2024/1/1 3:30,64.6,2024/1/1 3:30,1021.5,2024/1/1 3:30,5.9,2024/1/1 3:30,0
2024/1/1 3:40,0,2024/1/1 3:40,0,2024/1/1 3:40,0,2024/1/1 3:40,3.1,2024/1/1 3:40,0,2024/1/1 3:40,6.7,2024/1/1 3:40,63.9,2024/1/1 3:40,1021.5,2024/1/1 3:40,6,2024/1/1 3:40,0
2024/1/1 3:50,0,2024/1/1 3:50,0,2024/1/1 3:50,0,2024/1/1 3:50,3.3,2024/1/1 3:50,0,2024/1/1 3:50,6.7,2024/1/1 3:50,62.9,2024/1/1 3:50,1021.3,2024/1/1 3:50,6,2024/1/1 3:50,0
2024/1/1 4:00,0,2024/1/1 4:00,0,2024/1/1 4:00,0,2024/1/1 4:00,4,2024/1/1 4:00,0,2024/1/1 4:00,6.5,2024/1/1 4:00,63.2,2024/1/1 4:00,1021.1,2024/1/1 4:00,5.9,2024/1/1 4:00,0
2024/1/1 4:10,0,2024/1/1 4:10,0,2024/1/1 4:10,0,2024/1/1 4:10,3.5,2024/1/1 4:10,0,2024/1/1 4:10,6.4,2024/1/1 4:10,64.1,2024/1/1 4:10,1021.1,2024/1/1 4:10,5.8,2024/1/1 4:10,0
2024/1/1 4:20,0,2024/1/1 4:20,0,2024/1/1 4:20,0,2024/1/1 4:20,3.6,2024/1/1 4:20,0,2024/1/1 4:20,6.2,2024/1/1 4:20,65.1,2024/1/1 4:20,1021.1,2024/1/1 4:20,5.5,2024/1/1 4:20,0
2024/1/1 4:30,0,2024/1/1 4:30,0,2024/1/1 4:30,0,2024/1/1 4:30,3.5,2024/1/1 4:30,0,2024/1/1 4:30,6.2,2024/1/1 4:30,65.2,2024/1/1 4:30,1021.3,2024/1/1 4:30,5.4,2024/1/1 4:30,0
2024/1/1 4:40,0,2024/1/1 4:40,0,2024/1/1 4:40,0,2024/1/1 4:40,3.6,2024/1/1 4:40,0,2024/1/1 4:40,6.1,2024/1/1 4:40,65.7,2024/1/1 4:40,1021,2024/1/1 4:40,5.3,2024/1/1 4:40,0
2024/1/1 4:50,0,2024/1/1 4:50,0,2024/1/1 4:50,0,2024/1/1 4:50,3.3,2024/1/1 4:50,0,2024/1/1 4:50,6,2024/1/1 4:50,66,2024/1/1 4:50,1021.3,2024/1/1 4:50,5.2,2024/1/1 4:50,0
2024/1/1 5:00,0,2024/1/1 5:00,0,2024/1/1 5:00,0,2024/1/1 5:00,1.4,2024/1/1 5:00,0,2024/1/1 5:00,6,2024/1/1 5:00,66.1,2024/1/1 5:00,1021.5,2024/1/1 5:00,5.1,2024/1/1 5:00,0
2024/1/1 5:10,0,2024/1/1 5:10,0,2024/1/1 5:10,0,2024/1/1 5:10,3.6,2024/1/1 5:10,0,2024/1/1 5:10,5.9,2024/1/1 5:10,66.1,2024/1/1 5:10,1021.6,2024/1/1 5:10,5,2024/1/1 5:10,0
2024/1/1 5:20,0,2024/1/1 5:20,0,2024/1/1 5:20,0,2024/1/1 5:20,2.8,2024/1/1 5:20,0,2024/1/1 5:20,5.6,2024/1/1 5:20,66.9,2024/1/1 5:20,1021.7,2024/1/1 5:20,4.9,2024/1/1 5:20,0
2024/1/1 5:30,0,2024/1/1 5:30,0,2024/1/1 5:30,0,2024/1/1 5:30,2.9,2024/1/1 5:30,0,2024/1/1 5:30,5.5,2024/1/1 5:30,67.3,2024/1/1 5:30,1021.9,2024/1/1 5:30,4.7,2024/1/1 5:30,0
2024/1/1 5:40,0,2024/1/1 5:40,0,2024/1/1 5:40,0,2024/1/1 5:40,2.4,2024/1/1 5:40,0,2024/1/1 5:40,5.3,2024/1/1 5:40,68.3,2024/1/1 5:40,1022,2024/1/1 5:40,4.3,2024/1/1 5:40,0
2024/1/1 5:50,0,2024/1/1 5:50,0,2024/1/1 5:50,0,2024/1/1 5:50,1.7,2024/1/1 5:50,0,2024/1/1 5:50,5.1,2024/1/1 5:50,69,2024/1/1 5:50,1022,2024/1/1 5:50,4.2,2024/1/1 5:50,0
2024/1/1 6:00,0,2024/1/1 6:00,0,2024/1/1 6:00,0,2024/1/1 6:00,1.4,2024/1/1 6:00,0,2024/1/1 6:00,5,2024/1/1 6:00,69.3,2024/1/1 6:00,1022,2024/1/1 6:00,4,2024/1/1 6:00,0
2024/1/1 6:10,0,2024/1/1 6:10,0,2024/1/1 6:10,0,2024/1/1 6:10,3.1,2024/1/1 6:10,0,2024/1/1 6:10,4.9,2024/1/1 6:10,69.9,2024/1/1 6:10,1021.6,2024/1/1 6:10,3.9,2024/1/1 6:10,0
2024/1/1 6:20,0,2024/1/1 6:20,0,2024/1/1 6:20,0,2024/1/1 6:20,2.2,2024/1/1 6:20,0,2024/1/1 6:20,4.7,2024/1/1 6:20,70.5,2024/1/1 6:20,1021.7,2024/1/1 6:20,4,2024/1/1 6:20,0
2024/1/1 6:30,0,2024/1/1 6:30,0,2024/1/1 6:30,0,2024/1/1 6:30,1.7,2024/1/1 6:30,0,2024/1/1 6:30,5.1,2024/1/1 6:30,69.6,2024/1/1 6:30,1021.9,2024/1/1 6:30,4.4,2024/1/1 6:30,0
2024/1/1 6:40,0,2024/1/1 6:40,0,2024/1/1 6:40,0,2024/1/1 6:40,2.6,2024/1/1 6:40,0,2024/1/1 6:40,5.3,2024/1/1 6:40,69.1,2024/1/1 6:40,1022,2024/1/1 6:40,4.6,2024/1/1 6:40,0
2024/1/1 6:50,0,2024/1/1 6:50,0,2024/1/1 6:50,0,2024/1/1 6:50,1.9,2024/1/1 6:50,0,2024/1/1 6:50,5.5,2024/1/1 6:50,68.3,2024/1/1 6:50,1022.2,2024/1/1 6:50,4.7,2024/1/1 6:50,0
2024/1/1 7:00,0,2024/1/1 7:00,0,2024/1/1 7:00,0,2024/1/1 7:00,3.5,2024/1/1 7:00,0,2024/1/1 7:00,5.7,2024/1/1 7:00,66.8,2024/1/1 7:00,1022.4,2024/1/1 7:00,5,2024/1/1 7:00,0
2024/1/1 7:10,0,2024/1/1 7:10,0,2024/1/1 7:10,0,2024/1/1 7:10,1.5,2024/1/1 7:10,0,2024/1/1 7:10,5.9,2024/1/1 7:10,66,2024/1/1 7:10,1022.7,2024/1/1 7:10,5.3,2024/1/1 7:10,0
2024/1/1 7:20,0,2024/1/1 7:20,0,2024/1/1 7:20,0,2024/1/1 7:20,0,2024/1/1 7:20,0,2024/1/1 7:20,6.2,2024/1/1 7:20,65.6,2024/1/1 7:20,1023,2024/1/1 7:20,5.4,2024/1/1 7:20,0
2024/1/1 7:30,0,2024/1/1 7:30,0,2024/1/1 7:30,0,2024/1/1 7:30,0.7,2024/1/1 7:30,0,2024/1/1 7:30,6.3,2024/1/1 7:30,66,2024/1/1 7:30,1022.9,2024/1/1 7:30,5.2,2024/1/1 7:30,0
2024/1/1 7:40,0,2024/1/1 7:40,0,2024/1/1 7:40,0,2024/1/1 7:40,0.8,2024/1/1 7:40,0,2024/1/1 7:40,6.2,2024/1/1 7:40,66.7,2024/1/1 7:40,1023,2024/1/1 7:40,5.2,2024/1/1 7:40,0.335
2024/1/1 7:50,0,2024/1/1 7:50,0,2024/1/1 7:50,0,2024/1/1 7:50,0.8,2024/1/1 7:50,0,2024/1/1 7:50,6,2024/1/1 7:50,68.1,2024/1/1 7:50,1023,2024/1/1 7:50,5.2,2024/1/1 7:50,0.8375
2024/1/1 8:00,23.1,2024/1/1 8:00,0,2024/1/1 8:00,20.9,2024/1/1 8:00,1.4,2024/1/1 8:00,0,2024/1/1 8:00,6.3,2024/1/1 8:00,66,2024/1/1 8:00,1023.1,2024/1/1 8:00,5.6,2024/1/1 8:00,2.3449
2024/1/1 8:10,33,2024/1/1 8:10,0,2024/1/1 8:10,29.45,2024/1/1 8:10,1.2,2024/1/1 8:10,0,2024/1/1 8:10,6.4,2024/1/1 8:10,66.1,2024/1/1 8:10,1023.2,2024/1/1 8:10,5.6,2024/1/1 8:10,3.6513
2024/1/1 8:20,52.8,2024/1/1 8:20,0,2024/1/1 8:20,43.7,2024/1/1 8:20,1.7,2024/1/1 8:20,0,2024/1/1 8:20,6.5,2024/1/1 8:20,66.9,2024/1/1 8:20,1023.3,2024/1/1 8:20,5.7,2024/1/1 8:20,5.7282
2024/1/1 8:30,69.3,2024/1/1 8:30,0,2024/1/1 8:30,57.95,2024/1/1 8:30,1.9,2024/1/1 8:30,0,2024/1/1 8:30,6.6,2024/1/1 8:30,67,2024/1/1 8:30,1023.3,2024/1/1 8:30,5.9,2024/1/1 8:30,7.2021
2024/1/1 8:40,67.1,2024/1/1 8:40,0,2024/1/1 8:40,49.4,2024/1/1 8:40,1.4,2024/1/1 8:40,0,2024/1/1 8:40,6.6,2024/1/1 8:40,67.1,2024/1/1 8:40,1023.3,2024/1/1 8:40,5.8,2024/1/1 8:40,6.0631
2024/1/1 8:50,101.2,2024/1/1 8:50,0,2024/1/1 8:50,64.6,2024/1/1 8:50,1.9,2024/1/1 8:50,0,2024/1/1 8:50,6.3,2024/1/1 8:50,68.3,2024/1/1 8:50,1023.2,2024/1/1 8:50,5.5,2024/1/1 8:50,9.2789
2024/1/1 9:00,157.3,2024/1/1 9:00,18,2024/1/1 9:00,89.3,2024/1/1 9:00,2.4,2024/1/1 9:00,0,2024/1/1 9:00,6.3,2024/1/1 9:00,68.7,2024/1/1 9:00,1023.4,2024/1/1 9:00,5.7,2024/1/1 9:00,11.8248
2024/1/1 9:10,179.3,2024/1/1 9:10,0,2024/1/1 9:10,130.15,2024/1/1 9:10,1.7,2024/1/1 9:10,0,2024/1/1 9:10,6.6,2024/1/1 9:10,67.7,2024/1/1 9:10,1023.5,2024/1/1 9:10,6.1,2024/1/1 9:10,17.8544
2024/1/1 9:20,140.8,2024/1/1 9:20,0,2024/1/1 9:20,119.7,2024/1/1 9:20,1.5,2024/1/1 9:20,0,2024/1/1 9:20,7,2024/1/1 9:20,67.2,2024/1/1 9:20,1023.7,2024/1/1 9:20,6.4,2024/1/1 9:20,15.6771
2024/1/1 9:30,114.4,2024/1/1 9:30,0,2024/1/1 9:30,113.05,2024/1/1 9:30,1.7,2024/1/1 9:30,0,2024/1/1 9:30,7.3,2024/1/1 9:30,66.6,2024/1/1 9:30,1023.9,2024/1/1 9:30,6.8,2024/1/1 9:30,14.8061
2024/1/1 9:40,106.7,2024/1/1 9:40,0,2024/1/1 9:40,112.1,2024/1/1 9:40,2.4,2024/1/1 9:40,0,2024/1/1 9:40,7.6,2024/1/1 9:40,64.9,2024/1/1 9:40,1023.8,2024/1/1 9:40,7,2024/1/1 9:40,15.0741
2024/1/1 9:50,119.9,2024/1/1 9:50,0,2024/1/1 9:50,117.8,2024/1/1 9:50,0.7,2024/1/1 9:50,0,2024/1/1 9:50,7.7,2024/1/1 9:50,64.5,2024/1/1 9:50,1024,2024/1/1 9:50,7.2,2024/1/1 9:50,15.4761
2024/1/1 10:00,162.8,2024/1/1 10:00,0,2024/1/1 10:00,154.85,2024/1/1 10:00,2.2,2024/1/1 10:00,0,2024/1/1 10:00,8,2024/1/1 10:00,63.1,2024/1/1 10:00,1024,2024/1/1 10:00,7.5,2024/1/1 10:00,20.6348
2024/1/1 10:10,184.8,2024/1/1 10:10,0,2024/1/1 10:10,171.95,2024/1/1 10:10,1.7,2024/1/1 10:10,0,2024/1/1 10:10,8.2,2024/1/1 10:10,62.8,2024/1/1 10:10,1024,2024/1/1 10:10,7.9,2024/1/1 10:10,22.9461
2024/1/1 10:20,168.3,2024/1/1 10:20,0,2024/1/1 10:20,161.5,2024/1/1 10:20,2.8,2024/1/1 10:20,0,2024/1/1 10:20,8.5,2024/1/1 10:20,62.3,2024/1/1 10:20,1023.9,2024/1/1 10:20,7.8,2024/1/1 10:20,21.2377
2024/1/1 10:30,166.1,2024/1/1 10:30,0,2024/1/1 10:30,160.55,2024/1/1 10:30,2.6,2024/1/1 10:30,0,2024/1/1 10:30,8.4,2024/1/1 10:30,62.5,2024/1/1 10:30,1023.8,2024/1/1 10:30,8,2024/1/1 10:30,21.5392
2024/1/1 10:40,262.9,2024/1/1 10:40,0,2024/1/1 10:40,228,2024/1/1 10:40,3.1,2024/1/1 10:40,0,2024/1/1 10:40,8.7,2024/1/1 10:40,64.6,2024/1/1 10:40,1023.7,2024/1/1 10:40,8.4,2024/1/1 10:40,30.9856
2024/1/1 10:50,288.2,2024/1/1 10:50,0,2024/1/1 10:50,248.9,2024/1/1 10:50,4,2024/1/1 10:50,0,2024/1/1 10:50,8.6,2024/1/1 10:50,63.6,2024/1/1 10:50,1023.5,2024/1/1 10:50,8.5,2024/1/1 10:50,35.3404
2024/1/1 11:00,158.4,2024/1/1 11:00,0,2024/1/1 11:00,154.85,2024/1/1 11:00,4.5,2024/1/1 11:00,0,2024/1/1 11:00,8.5,2024/1/1 11:00,63.3,2024/1/1 11:00,1023.5,2024/1/1 11:00,8.1,2024/1/1 11:00,20.6348
2024/1/1 11:10,156.2,2024/1/1 11:10,0,2024/1/1 11:10,154.85,2024/1/1 11:10,2.4,2024/1/1 11:10,0,2024/1/1 11:10,8.4,2024/1/1 11:10,63.1,2024/1/1 11:10,1023.5,2024/1/1 11:10,8.2,2024/1/1 11:10,20.6013
2024/1/1 11:20,146.3,2024/1/1 11:20,0,2024/1/1 11:20,146.3,2024/1/1 11:20,3.5,2024/1/1 11:20,0,2024/1/1 11:20,8.7,2024/1/1 11:20,63,2024/1/1 11:20,1023.3,2024/1/1 11:20,8.2,2024/1/1 11:20,19.5628
2024/1/1 11:30,158.4,2024/1/1 11:30,0,2024/1/1 11:30,154.85,2024/1/1 11:30,0.5,2024/1/1 11:30,0,2024/1/1 11:30,8.8,2024/1/1 11:30,64,2024/1/1 11:30,1023.1,2024/1/1 11:30,8.7,2024/1/1 11:30,20.5008
2024/1/1 11:40,173.8,2024/1/1 11:40,0,2024/1/1 11:40,171.95,2024/1/1 11:40,2.8,2024/1/1 11:40,0,2024/1/1 11:40,8.8,2024/1/1 11:40,62.5,2024/1/1 11:40,1022.8,2024/1/1 11:40,8.6,2024/1/1 11:40,23.2141
2024/1/1 11:50,194.7,2024/1/1 11:50,0,2024/1/1 11:50,194.75,2024/1/1 11:50,3.6,2024/1/1 11:50,0,2024/1/1 11:50,9,2024/1/1 11:50,61.3,2024/1/1 11:50,1022.6,2024/1/1 11:50,8.8,2024/1/1 11:50,25.9275
2024/1/1 12:00,204.6,2024/1/1 12:00,0,2024/1/1 12:00,203.3,2024/1/1 12:00,3.5,2024/1/1 12:00,0,2024/1/1 12:00,9.3,2024/1/1 12:00,61.7,2024/1/1 12:00,1022.5,2024/1/1 12:00,9.2,2024/1/1 12:00,26.7649
2024/1/1 12:10,216.7,2024/1/1 12:10,0,2024/1/1 12:10,213.75,2024/1/1 12:10,2.8,2024/1/1 12:10,0,2024/1/1 12:10,9.4,2024/1/1 12:10,62,2024/1/1 12:10,1022.3,2024/1/1 12:10,9.7,2024/1/1 12:10,28.3058
2024/1/1 12:20,262.9,2024/1/1 12:20,0,2024/1/1 12:20,251.75,2024/1/1 12:20,3.1,2024/1/1 12:20,0,2024/1/1 12:20,9.5,2024/1/1 12:20,60.4,2024/1/1 12:20,1022.1,2024/1/1 12:20,9.7,2024/1/1 12:20,33.3305
2024/1/1 12:30,308,2024/1/1 12:30,0,2024/1/1 12:30,282.15,2024/1/1 12:30,2.6,2024/1/1 12:30,0,2024/1/1 12:30,10,2024/1/1 12:30,58.4,2024/1/1 12:30,1021.8,2024/1/1 12:30,10.3,2024/1/1 12:30,36.9483
2024/1/1 12:40,286,2024/1/1 12:40,0,2024/1/1 12:40,271.7,2024/1/1 12:40,0.8,2024/1/1 12:40,0,2024/1/1 12:40,10.4,2024/1/1 12:40,58.8,2024/1/1 12:40,1021.6,2024/1/1 12:40,10.6,2024/1/1 12:40,36.0438
2024/1/1 12:50,210.1,2024/1/1 12:50,0,2024/1/1 12:50,211.85,2024/1/1 12:50,1.7,2024/1/1 12:50,0,2024/1/1 12:50,10.5,2024/1/1 12:50,58.7,2024/1/1 12:50,1021.3,2024/1/1 12:50,10.4,2024/1/1 12:50,28.0713
2024/1/1 13:00,280.5,2024/1/1 13:00,0,2024/1/1 13:00,260.3,2024/1/1 13:00,1,2024/1/1 13:00,0,2024/1/1 13:00,10.6,2024/1/1 13:00,57.5,2024/1/1 13:00,1021.3,2024/1/1 13:00,10.6,2024/1/1 13:00,34.2685
2024/1/1 13:10,381.7,2024/1/1 13:10,0,2024/1/1 13:10,315.4,2024/1/1 13:10,2.1,2024/1/1 13:10,0,2024/1/1 13:10,11.2,2024/1/1 13:10,56.4,2024/1/1 13:10,1021,2024/1/1 13:10,11.3,2024/1/1 13:10,43.6479
2024/1/1 13:20,418,2024/1/1 13:20,0,2024/1/1 13:20,328.7,2024/1/1 13:20,1.7,2024/1/1 13:20,0,2024/1/1 13:20,11.7,2024/1/1 13:20,54.6,2024/1/1 13:20,1020.9,2024/1/1 13:20,11.4,2024/1/1 13:20,42.3415
2024/1/1 13:30,237.6,2024/1/1 13:30,0,2024/1/1 13:30,229.9,2024/1/1 13:30,1.2,2024/1/1 13:30,0,2024/1/1 13:30,11.3,2024/1/1 13:30,55.7,2024/1/1 13:30,1020.7,2024/1/1 13:30,11,2024/1/1 13:30,30.1482
2024/1/1 13:40,226.6,2024/1/1 13:40,0,2024/1/1 13:40,227.05,2024/1/1 13:40,1.2,2024/1/1 13:40,0,2024/1/1 13:40,11.6,2024/1/1 13:40,55.7,2024/1/1 13:40,1020.5,2024/1/1 13:40,11.2,2024/1/1 13:40,29.9807
2024/1/1 13:50,200.2,2024/1/1 13:50,0,2024/1/1 13:50,203.3,2024/1/1 13:50,1.7,2024/1/1 13:50,0,2024/1/1 13:50,12.1,2024/1/1 13:50,54.1,2024/1/1 13:50,1020.3,2024/1/1 13:50,11.3,2024/1/1 13:50,27.1669
2024/1/1 14:00,194.7,2024/1/1 14:00,0,2024/1/1 14:00,198.55,2024/1/1 14:00,1.7,2024/1/1 14:00,0,2024/1/1 14:00,11.6,2024/1/1 14:00,55.8,2024/1/1 14:00,1020.1,2024/1/1 14:00,10.9,2024/1/1 14:00,26.2624
2024/1/1 14:10,178.2,2024/1/1 14:10,0,2024/1/1 14:10,176.7,2024/1/1 14:10,0.7,2024/1/1 14:10,0,2024/1/1 14:10,11.4,2024/1/1 14:10,56.9,2024/1/1 14:10,1019.9,2024/1/1 14:10,11,2024/1/1 14:10,23.0801
2024/1/1 14:20,156.2,2024/1/1 14:20,0,2024/1/1 14:20,159.6,2024/1/1 14:20,1.2,2024/1/1 14:20,0,2024/1/1 14:20,11.5,2024/1/1 14:20,57.9,2024/1/1 14:20,1019.7,2024/1/1 14:20,10.9,2024/1/1 14:20,21.0368
2024/1/1 14:30,158.4,2024/1/1 14:30,0,2024/1/1 14:30,163.4,2024/1/1 14:30,1.5,2024/1/1 14:30,0,2024/1/1 14:30,11.2,2024/1/1 14:30,58.6,2024/1/1 14:30,1019.7,2024/1/1 14:30,11,2024/1/1 14:30,21.9077
2024/1/1 14:40,145.2,2024/1/1 14:40,0,2024/1/1 14:40,148.2,2024/1/1 14:40,1.7,2024/1/1 14:40,0,2024/1/1 14:40,11.7,2024/1/1 14:40,57.6,2024/1/1 14:40,1019.5,2024/1/1 14:40,11.2,2024/1/1 14:40,19.6298
2024/1/1 14:50,146.3,2024/1/1 14:50,0,2024/1/1 14:50,148.2,2024/1/1 14:50,2.9,2024/1/1 14:50,0,2024/1/1 14:50,11.2,2024/1/1 14:50,58.2,2024/1/1 14:50,1019.2,2024/1/1 14:50,10.8,2024/1/1 14:50,19.7638
2024/1/1 15:00,216.7,2024/1/1 15:00,0,2024/1/1 15:00,211.85,2024/1/1 15:00,2.4,2024/1/1 15:00,0,2024/1/1 15:00,11.1,2024/1/1 15:00,59.6,2024/1/1 15:00,1019.1,2024/1/1 15:00,11.2,2024/1/1 15:00,29.2437
2024/1/1 15:10,224.4,2024/1/1 15:10,0,2024/1/1 15:10,183.35,2024/1/1 15:10,2.6,2024/1/1 15:10,0,2024/1/1 15:10,11.3,2024/1/1 15:10,59.4,2024/1/1 15:10,1019.1,2024/1/1 15:10,11.3,2024/1/1 15:10,21.3382
2024/1/1 15:20,116.6,2024/1/1 15:20,0,2024/1/1 15:20,114.95,2024/1/1 15:20,2.6,2024/1/1 15:20,0,2024/1/1 15:20,10.9,2024/1/1 15:20,59.7,2024/1/1 15:20,1019.1,2024/1/1 15:20,10.6,2024/1/1 15:20,15.2751
2024/1/1 15:30,88,2024/1/1 15:30,0,2024/1/1 15:30,88.35,2024/1/1 15:30,1.9,2024/1/1 15:30,0,2024/1/1 15:30,10.9,2024/1/1 15:30,60.2,2024/1/1 15:30,1019.2,2024/1/1 15:30,10.7,2024/1/1 15:30,11.4563
2024/1/1 15:40,110,2024/1/1 15:40,0,2024/1/1 15:40,107.35,2024/1/1 15:40,1.7,2024/1/1 15:40,0,2024/1/1 15:40,11.2,2024/1/1 15:40,60.8,2024/1/1 15:40,1019.3,2024/1/1 15:40,10.8,2024/1/1 15:40,13.9687
2024/1/1 15:50,69.3,2024/1/1 15:50,0,2024/1/1 15:50,69.35,2024/1/1 15:50,0.3,2024/1/1 15:50,0,2024/1/1 15:50,11.3,2024/1/1 15:50,58.9,2024/1/1 15:50,1019.5,2024/1/1 15:50,10.7,2024/1/1 15:50,9.1784
2024/1/1 16:00,72.6,2024/1/1 16:00,0,2024/1/1 16:00,73.15,2024/1/1 16:00,1.7,2024/1/1 16:00,0,2024/1/1 16:00,11.2,2024/1/1 16:00,59.4,2024/1/1 16:00,1019.2,2024/1/1 16:00,10.5,2024/1/1 16:00,9.5134
