time1,Instantaneous value of horizontal radiation,time2,Instantaneous value of inclined radiation,time3,Instantaneous value of scattered radiation,time4,Direct radiation instantaneous value,time5,WindSpeed,time6,WindDirection,time7,Temperature,time8,Pressure,time9,Humidity,time10,ComponentTemp,time11,P1
2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,0,2024/1/27 20:10,-4.0954
2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,0,2024/1/27 20:20,-4.0822
2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,0,2024/1/27 20:30,-4.0932
2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,0,2024/1/27 20:40,-4.0864
2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,0,2024/1/27 20:50,-4.0965
2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,0,2024/1/27 21:00,-4.0893
2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,0,2024/1/27 21:10,-4.1037
2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,0,2024/1/27 21:20,-4.0929
2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,0,2024/1/27 21:30,-4.087
2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,0,2024/1/27 21:40,-4.098
2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,0,2024/1/27 21:50,-4.0848
2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,0,2024/1/27 22:00,-4.1007
2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,0,2024/1/27 22:10,-4.1018
2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,0,2024/1/27 22:20,-4.0884
2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,0,2024/1/27 22:30,-4.0839
2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,0,2024/1/27 22:40,-4.0895
2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,0,2024/1/27 22:50,-4.0845
2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,0,2024/1/27 23:00,-4.0975
2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,0,2024/1/27 23:10,-4.0901
2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,0,2024/1/27 23:20,-4.0987
2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,0,2024/1/27 23:30,-4.0814
2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,0,2024/1/27 23:40,-4.0835
2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,0,2024/1/27 23:50,-4.0975
2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,0,2024/1/28 0:00,-4.096
2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,0,2024/1/28 0:10,-4.091
2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,0,2024/1/28 0:20,-4.0813
2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,0,2024/1/28 0:30,-4.1025
2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,0,2024/1/28 0:40,-4.0953
2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,0,2024/1/28 0:50,-4.0834
2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,0,2024/1/28 1:00,-4.0845
2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,0,2024/1/28 1:10,-4.0848
2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,0,2024/1/28 1:20,-4.0947
2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,0,2024/1/28 1:30,-4.0838
2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,0,2024/1/28 1:40,-4.0854
2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,0,2024/1/28 1:50,-4.0959
2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,0,2024/1/28 2:00,-4.1027
2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,0,2024/1/28 2:10,-4.0963
2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,0,2024/1/28 2:20,-4.0882
2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,0,2024/1/28 2:30,-4.093
2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,0,2024/1/28 2:40,-4.1006
2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,0,2024/1/28 2:50,-4.0905
2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,0,2024/1/28 3:00,-4.092
2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,0,2024/1/28 3:10,-4.0819
2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,0,2024/1/28 3:20,-4.0823
2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,0,2024/1/28 3:30,-4.0841
2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,0,2024/1/28 3:40,-4.0984
2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,0,2024/1/28 3:50,-4.0938
2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,0,2024/1/28 4:00,-4.0872
2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,0,2024/1/28 4:10,-4.088
2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,0,2024/1/28 4:20,-4.0919
2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,0,2024/1/28 4:30,-4.0834
2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,0,2024/1/28 4:40,-4.0865
2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,0,2024/1/28 4:50,-4.0927
2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,0,2024/1/28 5:00,-4.0926
2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,0,2024/1/28 5:10,-4.0832
2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,0,2024/1/28 5:20,-4.0857
2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,0,2024/1/28 5:30,-4.0824
2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,0,2024/1/28 5:40,-4.0734
2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,0,2024/1/28 5:50,-4.0985
2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,0,2024/1/28 6:00,-4.0867
2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,0,2024/1/28 6:10,-4.0928
2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,0,2024/1/28 6:20,-4.0987
2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,0,2024/1/28 6:30,-4.0851
2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,0,2024/1/28 6:40,-4.0913
2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,0,2024/1/28 6:50,-4.0928
2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,0,2024/1/28 7:00,-4.0943
2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,0,2024/1/28 7:10,-4.0826
2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,0,2024/1/28 7:20,-4.0795
2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,0,2024/1/28 7:30,-4.0713
2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,0,2024/1/28 7:40,-4.0544
2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,0,2024/1/28 7:50,-3.9975
2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,0,2024/1/28 8:00,-3.9384
2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,0,2024/1/28 8:10,-1.5565
2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,0,2024/1/28 8:20,-2.1939
2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,0,2024/1/28 8:30,-3.0354
2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,0,2024/1/28 8:40,-3.7384
2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,0,2024/1/28 8:50,-4.1347
2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,0,2024/1/28 9:00,-4.989
2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,0,2024/1/28 9:10,-5.7003
2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,0,2024/1/28 9:20,-6.3399
2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,0,2024/1/28 9:30,-6.9914
2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,0,2024/1/28 9:40,-7.6325
2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,0,2024/1/28 9:50,-8.1959
2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,0,2024/1/28 10:00,-8.6669
2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,0,2024/1/28 10:10,-9.178
2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,0,2024/1/28 10:20,-9.6315
2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,0,2024/1/28 10:30,-10.2188
2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,0,2024/1/28 10:40,-10.5945
2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,0,2024/1/28 10:50,-10.9575
2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,0,2024/1/28 11:00,-11.2895
2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,0,2024/1/28 11:10,-11.4975
2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,0,2024/1/28 11:20,-11.1146
2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,0,2024/1/28 11:30,-10.9686
2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,0,2024/1/28 11:40,-11.2458
