time,pv_power,radiation,wind_speed,env_temperature,pressure,humidity,component_temperature
2025-01-01 12:35:00,29.9821,212.0,0.5,13.8,1018.9,43.8,29.0
2025-01-01 12:40:00,29.9568,212.0,1.4,14.1,1018.7,42.4,27.9
2025-01-01 12:45:00,29.8763,211.0,1.4,14.4,1018.7,41.2,28.4
2025-01-01 12:50:00,29.7954,211.0,2.7,14.3,1018.7,41.2,27.0
2025-01-01 12:55:00,29.6575,212.0,1.0,14.4,1018.6,42.0,27.6
2025-01-01 13:00:00,29.68,211.0,1.7,14.6,1018.5,41.8,27.9
2025-01-01 13:05:00,31.5914,209.0,2.0,14.6,1018.5,42.9,28.0
2025-01-01 13:10:00,31.4907,209.0,2.2,14.5,1018.4,43.3,28.0
2025-01-01 13:15:00,31.3264,209.0,1.9,14.4,1018.1,42.3,27.4
2025-01-01 13:20:00,34.3436,208.0,3.2,14.6,1018.1,42.2,29.4
2025-01-01 13:25:00,34.2826,451.8,1.1,14.8,1018.0,41.2,28.6
2025-01-01 13:30:00,36.3443,450.0,2.8,14.8,1017.8,41.7,27.8
2025-01-01 13:35:00,36.1424,204.0,2.1,14.9,1017.7,41.4,28.0
2025-01-01 13:40:00,35.9921,203.0,2.2,14.7,1017.5,42.5,27.5
2025-01-01 13:45:00,40.8413,201.0,1.4,15.0,1017.7,40.8,29.0
2025-01-01 13:50:00,40.6543,200.0,2.4,15.3,1017.7,40.3,29.5
2025-01-01 13:55:00,40.5185,198.0,2.4,15.2,1017.4,38.6,26.8
2025-01-01 14:00:00,40.2958,198.0,2.0,15.2,1017.5,39.8,26.7
2025-01-01 14:05:00,39.9236,197.0,0.4,15.3,1017.3,39.1,28.2
2025-01-01 14:10:00,39.8037,410.4,2.0,15.2,1017.3,38.4,27.0
2025-01-01 14:15:00,39.5278,198.0,2.4,15.3,1017.3,40.2,27.2
2025-01-01 14:20:00,39.2329,195.0,0.4,15.5,1017.3,40.7,28.3
2025-01-01 14:25:00,39.0659,194.0,1.9,15.7,1017.1,40.2,30.9
2025-01-01 14:30:00,42.1802,194.0,0.0,16.0,1017.1,40.1,30.0
2025-01-01 14:35:00,42.0043,190.0,0.8,16.5,1016.9,39.6,32.0
2025-01-01 14:40:00,41.8631,187.0,1.2,16.2,1016.8,40.1,30.5
2025-01-01 14:45:00,41.5558,361.8,1.2,16.1,1016.7,38.5,28.2
2025-01-01 14:50:00,41.1207,183.0,1.5,16.1,1016.7,38.9,27.6
2025-01-01 14:55:00,40.866,179.0,2.1,16.1,1016.7,39.6,27.0
2025-01-01 15:00:00,40.5209,177.0,1.5,16.0,1016.6,39.9,26.2
2025-01-01 15:05:00,40.2267,173.0,1.3,16.1,1016.6,40.0,26.0
2025-01-01 15:10:00,60.5637,317.7,1.3,16.2,1016.6,39.9,27.4
2025-01-01 15:15:00,60.1444,162.0,0.7,16.4,1016.5,38.8,26.6
2025-01-01 15:20:00,73.9824,159.0,0.4,16.2,1016.5,39.3,26.1
2025-01-01 15:25:00,72.8578,156.0,1.6,16.2,1016.5,39.2,25.1
2025-01-01 15:30:00,71.5952,150.0,1.3,16.1,1016.5,39.4,24.8
2025-01-01 15:35:00,70.1074,288.0,0.3,15.6,1016.5,39.9,25.0
2025-01-01 15:40:00,68.4429,138.0,1.6,16.1,1016.6,39.1,24.8
2025-01-01 15:45:00,66.0603,131.0,0.0,16.6,1016.6,38.7,26.1
2025-01-01 15:50:00,57.5729,262.8,1.4,16.8,1016.6,38.5,25.0
2025-01-01 15:55:00,56.983,254.7,0.4,16.6,1016.4,38.6,23.7
2025-01-01 16:00:00,54.8023,244.8,0.0,16.6,1016.5,38.9,23.5
2025-01-01 16:05:00,48.9956,107.0,0.0,16.5,1016.6,39.0,23.0
2025-01-01 16:10:00,46.5323,100.0,1.0,16.6,1016.6,38.4,23.0
2025-01-01 16:15:00,42.3564,93.0,0.0,16.4,1016.7,38.7,22.0
2025-01-01 16:20:00,36.4806,86.0,0.0,16.5,1016.7,38.8,21.7
2025-01-01 16:25:00,34.6001,183.6,0.0,16.5,1016.5,38.5,21.0
2025-01-01 16:30:00,31.1011,75.0,0.0,16.7,1016.5,38.4,20.6
2025-01-01 16:35:00,24.5732,68.0,0.0,17.0,1016.5,37.9,20.5
2025-01-01 16:40:00,24.0328,144.9,0.0,16.7,1016.7,37.4,19.6
2025-01-01 16:45:00,21.1583,55.0,0.0,16.6,1016.5,38.6,19.1
2025-01-01 16:50:00,17.5892,48.0,0.0,16.4,1016.5,38.5,18.3
2025-01-01 16:55:00,14.8432,44.0,1.1,15.6,1016.5,40.1,16.8
2025-01-01 17:00:00,12.4321,37.0,0.6,15.2,1016.4,41.3,16.1
2025-01-01 17:05:00,9.9487,30.0,0.0,15.2,1016.6,41.9,15.5
2025-01-01 17:10:00,7.6201,54.9,1.1,15.0,1016.7,42.0,14.7
2025-01-01 17:15:00,7.7683,20.0,0.3,14.7,1016.9,42.2,14.1
2025-01-01 17:20:00,6.1421,25.2,0.0,14.6,1016.9,42.8,13.7
2025-01-01 17:25:00,4.7424,7.0,0.0,14.5,1017.0,43.0,13.1
2025-01-01 17:30:00,3.5812,2.0,0.0,14.3,1017.0,43.3,12.8
2025-01-01 17:35:00,5.584,0.0,0.0,14.1,1017.2,44.1,12.6
2025-01-01 17:40:00,4.5981,0.0,0.0,14.0,1017.1,44.6,12.5
2025-01-01 17:45:00,4.6907,0.0,0.0,13.8,1017.2,45.2,12.5
2025-01-01 17:50:00,4.5111,0.0,0.0,13.7,1017.2,46.0,12.1
2025-01-01 17:55:00,4.5667,0.0,0.0,13.6,1017.5,46.2,12.0
2025-01-01 18:00:00,4.5706,0.0,0.7,13.5,1017.4,46.5,12.0
2025-01-01 18:05:00,7.5231,0.0,0.8,13.4,1017.5,46.8,11.9
2025-01-01 18:10:00,7.5311,0.0,1.2,13.4,1017.4,47.4,11.4
2025-01-01 18:15:00,7.5393,0.0,1.2,13.3,1017.6,47.7,11.2
2025-01-01 18:20:00,9.4835,0.0,0.9,13.3,1017.6,47.4,11.3
2025-01-01 18:25:00,9.4638,0.0,1.0,13.2,1017.7,47.7,11.2
2025-01-01 18:30:00,9.4807,0.0,0.8,13.1,1017.8,47.8,11.1
2025-01-01 18:35:00,9.482,0.0,0.4,12.9,1018.0,48.6,11.2
2025-01-01 18:40:00,9.4764,0.0,0.0,12.7,1018.2,48.8,10.6
2025-01-01 18:45:00,9.4718,0.0,0.0,12.5,1018.3,49.4,10.6
2025-01-01 18:50:00,9.4718,0.0,0.6,12.5,1018.3,49.4,10.8
2025-01-01 18:55:00,9.4649,0.0,0.8,12.3,1018.2,50.3,10.5
2025-01-01 19:00:00,9.4468,0.0,0.8,12.2,1018.4,50.3,10.5
2025-01-01 19:05:00,9.4509,0.0,0.0,12.0,1018.4,51.5,10.2
2025-01-01 19:10:00,9.407,0.0,0.8,11.7,1018.6,52.9,10.0
2025-01-01 19:15:00,9.3956,0.0,0.8,11.8,1018.6,52.1,10.4
2025-01-01 19:20:00,7.5172,0.0,0.7,11.8,1018.6,51.9,10.3
2025-01-01 19:25:00,7.5395,0.0,0.5,11.8,1018.8,51.6,10.1
2025-01-01 19:30:00,7.5461,0.0,0.0,11.7,1018.9,52.4,10.0
2025-01-01 19:35:00,0.0,0.0,0.0,11.6,1018.8,52.1,9.9
2025-01-01 19:40:00,0.0,0.0,0.0,11.4,1019.1,53.1,9.5
2025-01-01 19:45:00,0.0,0.0,0.0,11.3,1019.1,53.2,9.5
2025-01-01 19:50:00,0.0,0.0,0.0,11.2,1019.1,53.5,9.4
2025-01-01 19:55:00,0.0,0.0,0.0,11.2,1019.3,54.3,9.3
2025-01-01 20:00:00,0.0,0.0,0.0,11.1,1019.4,55.0,9.4
2025-01-01 20:05:00,0.0,0.0,0.0,11.0,1019.4,54.8,9.2
2025-01-01 20:10:00,0.0,0.0,0.6,10.8,1019.5,56.9,9.0
2025-01-01 20:15:00,0.0,0.0,0.0,10.7,1019.7,57.4,8.9
2025-01-01 20:20:00,0.0,0.0,0.0,10.5,1019.7,57.6,8.7
2025-01-01 20:25:00,0.0,0.0,0.0,10.5,1019.7,56.5,8.9
2025-01-01 20:30:00,0.0,0.0,0.0,10.6,1019.7,54.4,8.8
2025-01-01 20:35:00,0.0,0.0,0.0,10.5,1019.9,57.8,8.4
2025-01-01 20:40:00,0.0,0.0,0.0,10.1,1019.9,61.2,7.8
2025-01-01 20:45:00,0.0,0.0,0.0,9.8,1019.9,63.1,7.5
2025-01-01 20:50:00,0.0,0.0,0.2,9.6,1019.9,61.1,7.8
2025-01-01 20:55:00,0.0,0.0,0.0,9.6,1020.0,60.6,8.0
2025-01-01 21:00:00,0.0,0.0,0.0,9.6,1020.0,59.8,8.1
2025-01-01 21:05:00,0.0,0.0,0.5,9.5,1020.1,63.9,7.7
2025-01-01 21:10:00,0.0,0.0,0.4,9.3,1020.0,61.5,7.9
2025-01-01 21:15:00,0.0,0.0,0.5,9.3,1020.1,61.3,7.6
2025-01-01 21:20:00,0.0,0.0,0.8,9.4,1020.1,59.7,7.8
2025-01-01 21:25:00,0.0,0.0,0.0,9.5,1020.2,58.6,8.0
2025-01-01 21:30:00,0.0,0.0,0.0,9.7,1020.3,58.7,8.3
2025-01-01 21:35:00,0.0,0.0,0.9,9.9,1020.2,56.8,8.5
2025-01-01 21:40:00,0.0,0.0,0.6,10.1,1020.2,56.0,8.7
2025-01-01 21:45:00,0.0,0.0,1.0,10.1,1020.2,56.0,8.5
2025-01-01 21:50:00,0.0,0.0,1.5,10.2,1020.2,56.0,8.4
2025-01-01 21:55:00,0.0,0.0,1.2,10.3,1020.3,55.5,8.5
2025-01-01 22:00:00,0.0,0.0,1.6,10.2,1020.3,56.4,8.5
2025-01-01 22:05:00,0.0,0.0,1.0,10.2,1020.3,56.5,8.6
2025-01-01 22:10:00,0.0,0.0,0.0,10.1,1020.5,57.5,8.1
2025-01-01 22:15:00,0.0,0.0,0.0,10.0,1020.6,59.9,7.0
2025-01-01 22:20:00,0.0,0.0,0.0,9.6,1020.6,71.5,6.3
2025-01-01 22:25:00,0.0,0.0,0.0,9.0,1020.8,73.7,5.6
2025-01-01 22:30:00,0.0,0.0,0.0,8.7,1020.7,74.1,5.1
2025-01-01 22:35:00,0.0,0.0,0.0,8.3,1020.8,75.4,4.9
2025-01-01 22:40:00,0.0,0.0,0.0,8.0,1020.9,75.1,4.9
2025-01-01 22:45:00,0.0,0.0,0.0,7.8,1021.0,75.5,4.7
2025-01-01 22:50:00,0.0,0.0,0.0,7.7,1021.0,76.4,4.8
2025-01-01 22:55:00,0.0,0.0,0.6,7.7,1020.8,73.7,5.3
2025-01-01 23:00:00,0.0,0.0,0.6,7.8,1021.1,71.1,5.5
2025-01-01 23:05:00,0.0,0.0,0.6,7.8,1021.0,73.6,5.5
2025-01-01 23:10:00,0.0,0.0,0.6,7.5,1021.0,71.1,6.0
2025-01-01 23:15:00,0.0,0.0,0.9,7.6,1021.2,69.9,6.3
2025-01-01 23:20:00,0.0,0.0,0.8,7.7,1021.2,69.7,6.4
2025-01-01 23:25:00,0.0,0.0,0.8,7.7,1021.1,70.1,6.4
2025-01-01 23:30:00,0.0,0.0,0.8,8.0,1021.1,68.7,6.9
2025-01-01 23:35:00,0.0,0.0,1.7,8.4,1021.1,66.5,6.6
2025-01-01 23:40:00,0.0,0.0,1.6,9.1,1021.1,62.8,7.3
2025-01-01 23:45:00,0.0,0.0,1.5,9.4,1021.1,61.5,7.8
2025-01-01 23:50:00,0.0,0.0,0.9,9.5,1021.1,60.5,7.8
2025-01-01 23:55:00,0.0,0.0,0.0,9.4,1021.1,61.6,7.3
2025-01-02 00:00:00,0.0,0.0,0.0,9.0,1021.3,68.1,5.9
2025-01-02 00:05:00,0.0,0.0,0.0,7.8,1021.5,74.2,5.0
2025-01-02 00:10:00,0.0,0.0,0.0,7.3,1021.6,75.0,4.3
2025-01-02 00:15:00,0.0,0.0,0.0,6.8,1021.6,76.2,4.1
2025-01-02 00:20:00,0.0,0.0,0.0,6.7,1021.6,76.8,4.1
2025-01-02 00:25:00,0.0,0.0,0.0,6.5,1021.6,77.5,3.9
2025-01-02 00:30:00,0.0,0.0,0.0,6.5,1021.6,80.1,3.7
2025-01-02 00:35:00,0.0,0.0,0.0,6.4,1021.6,80.3,4.1
2025-01-02 00:40:00,0.0,0.0,0.0,6.7,1021.5,77.1,4.8
2025-01-02 00:45:00,0.0,0.0,0.0,6.8,1021.6,76.7,4.8
2025-01-02 00:50:00,0.0,0.0,0.0,6.4,1021.6,78.9,4.6
2025-01-02 00:55:00,0.0,0.0,0.0,6.2,1021.5,80.0,4.3
2025-01-02 01:00:00,0.0,0.0,0.0,6.0,1021.4,81.2,4.0
2025-01-02 01:05:00,0.0,0.0,0.0,5.8,1021.7,82.0,3.7
2025-01-02 01:10:00,0.0,0.0,0.0,5.7,1021.6,82.9,3.8
2025-01-02 01:15:00,0.0,0.0,0.0,5.8,1021.6,82.7,4.0
2025-01-02 01:20:00,0.0,0.0,0.0,5.9,1021.7,82.7,3.9
2025-01-02 01:25:00,0.0,0.0,0.0,5.7,1021.7,83.2,3.6
2025-01-02 01:30:00,0.0,0.0,0.0,5.5,1022.0,85.6,3.5
2025-01-02 01:35:00,0.0,0.0,0.0,5.2,1022.0,86.8,3.3
2025-01-02 01:40:00,0.0,0.0,0.9,5.0,1022.3,88.7,3.5
2025-01-02 01:45:00,0.0,0.0,1.0,4.7,1022.3,89.1,3.2
2025-01-02 01:50:00,0.0,0.0,1.1,4.5,1022.4,89.0,3.3
2025-01-02 01:55:00,0.0,0.0,0.9,4.6,1022.4,87.9,3.3
2025-01-02 02:00:00,0.0,0.0,0.4,4.6,1022.5,87.1,3.1
2025-01-02 02:05:00,0.0,0.0,0.5,4.6,1022.6,86.8,3.1
2025-01-02 02:10:00,0.0,0.0,0.8,4.9,1022.6,85.6,3.6
2025-01-02 02:15:00,0.0,0.0,0.8,5.0,1022.6,84.4,3.4
2025-01-02 02:20:00,0.0,0.0,0.3,4.9,1022.6,84.4,3.2
2025-01-02 02:25:00,0.0,0.0,0.4,4.8,1022.6,84.5,3.0
2025-01-02 02:30:00,0.0,0.0,0.0,4.9,1022.7,84.2,3.3
2025-01-02 02:35:00,0.0,0.0,0.5,4.9,1022.7,83.6,3.2
2025-01-02 02:40:00,0.0,0.0,0.0,5.0,1022.6,83.2,3.0
2025-01-02 02:45:00,0.0,0.0,0.0,4.9,1022.6,83.0,2.8
2025-01-02 02:50:00,0.0,0.0,0.2,5.0,1022.6,82.9,2.8
2025-01-02 02:55:00,0.0,0.0,0.4,5.1,1022.6,84.7,3.0
2025-01-02 03:00:00,0.0,0.0,0.1,5.1,1022.6,86.4,3.0
2025-01-02 03:05:00,0.0,0.0,0.0,4.9,1022.5,84.9,3.1
2025-01-02 03:10:00,0.0,0.0,0.0,5.0,1022.7,83.9,3.1
2025-01-02 03:15:00,0.0,0.0,0.0,5.1,1022.7,82.9,3.3
